user_id,session_start_dttm,moscow_flag,_rand moscow,desktop_flag,_rand desktop,satisfaction_metric
51342,2024-01-01 18:28:33,1,"0,3727651579",0,"0,2863105129","1,435804405"
45817,2024-01-01 18:30:52,0,"0,4530040311",0,"0,4361494047","1,839260794"
37051,2024-01-01 18:32:19,0,"0,57091234",0,"0,4911148561","1,977726405"
89257,2024-01-01 18:33:54,0,"0,8862298048",0,"0,4454540113","1,862844675"
71811,2024-01-01 18:38:07,0,"0,6483653087",1,"0,8585686662","2,073910789"
94797,2024-01-01 19:47:53,1,"0,01901395609",0,"0,4254907757","1,812133815"
65276,2024-01-01 19:55:58,0,"0,7362078556",0,"0,2088334428","1,189524405"
32375,2024-01-01 19:59:06,0,"0,7110520856",1,"0,5539525266","1,135653832"
27605,2024-01-01 20:37:04,0,"0,6588771411",1,"0,8731685041","2,141497404"
18290,2024-01-01 20:37:40,1,"0,2670359872",0,"0,06924167649","0,5185374321"
1963,2024-01-01 20:39:48,0,"0,9414244762",1,"0,6105849658","1,280843981"
56238,2024-01-01 20:43:37,0,"0,8468063511",1,"0,6985878176","1,520343239"
31454,2024-01-01 20:47:05,1,"0,2243610497",1,"0,7576701295","1,698827659"
51405,2024-01-01 21:02:17,0,"0,5588632284",1,"0,7035678187","1,53468982"
40567,2024-01-01 21:04:37,1,"0,04481146882",1,"0,7258009881","1,600162379"
88066,2024-01-01 21:16:51,0,"0,7323043516",0,"0,4365317637","1,840231613"
97436,2024-01-01 21:18:52,0,"0,8473791899",1,"0,5298396945","1,074866902"
33608,2024-01-01 21:26:32,0,"0,8402173369",0,"0,01513933312","-0,1664257713"
85970,2024-01-01 21:41:48,1,"0,3378425653",0,"0,05131310917","0,3677470895"
96797,2024-01-01 21:56:56,1,"0,03508840972",0,"0,11590905","0,8043113965"
44303,2024-01-01 21:57:49,0,"0,5799281956",1,"0,938469205","2,542049399"
29905,2024-01-01 22:08:40,0,"0,4541059757",0,"0,2631274696","1,366266776"
92559,2024-01-01 22:35:10,1,"0,08045934998",1,"0,6100445753","1,279435215"
73530,2024-01-01 22:41:23,0,"0,5126505122",0,"0,2265460819","1,249730095"
46767,2024-01-01 22:54:49,1,"0,1097829364",1,"0,6467654094","1,376602296"
84100,2024-01-01 22:57:04,0,"0,6842190439",1,"0,9480139832","2,625894812"
81579,2024-01-01 23:00:44,0,"0,5892980161",1,"0,7653601047","1,723651377"
72842,2024-01-01 23:17:45,0,"0,5741032623",1,"0,5796889577","1,201097822"
72842,2024-01-01 23:19:48,0,"0,551022777",1,"0,6181282181","1,300568488"
28061,2024-01-01 23:28:37,0,"0,9450198298",1,"0,8489964614","2,032138849"
34671,2024-01-01 23:31:33,0,"0,7684562277",0,"0,3439608165","1,598322836"
31647,2024-01-01 23:38:25,1,"0,2114004819",1,"0,7604464208","1,707739314"
36558,2024-01-02 0:46:07,1,"0,08464497995",0,"0,3143350483","1,516400453"
4783,2024-01-02 1:06:09,0,"0,4541333904",0,"0,1222811726","0,8363412816"
42377,2024-01-02 1:09:39,0,"0,9616148052",0,"0,0235314484","0,01426626132"
940,2024-01-02 1:33:43,1,"0,3412759793",0,"0,145346971","0,9433994762"
76358,2024-01-02 2:31:16,1,"0,1625528327",1,"0,9225916322","2,422722087"
85420,2024-01-02 2:36:22,1,"0,2978287104",0,"0,3293120231","1,558186331"
9286,2024-01-02 3:03:05,1,"0,3998369675",0,"0,0009177266098","-1,115641407"
20495,2024-01-02 3:04:12,0,"0,6273885936",1,"0,5322817365","1,081006822"
57094,2024-01-02 3:22:42,0,"0,4618381883",1,"0,5906062666","1,229104795"
85970,2024-01-02 3:38:50,1,"0,03183758922",1,"0,8469931966","2,023622516"
91538,2024-01-02 4:11:58,1,"0,3211249763",1,"0,6724315111","1,446637275"
44268,2024-01-02 4:18:11,0,"0,536732638",0,"0,09123736758","0,6668260788"
13464,2024-01-02 4:43:09,1,"0,1561618806",1,"0,5677890445","1,170748009"
66056,2024-01-02 4:51:22,1,"0,347447562",0,"0,1012195004","0,7253665194"
53473,2024-01-02 5:26:03,1,"0,0458229263",0,"0,4299519319","1,823503456"
9922,2024-01-02 5:29:51,0,"0,7251929352",1,"0,9116070245","2,350717478"
67627,2024-01-02 6:02:08,1,"0,3571674712",0,"0,2258733031","1,24749364"
86021,2024-01-02 6:41:54,0,"0,8767523162",0,"0,4605372741","1,900919744"
97939,2024-01-02 6:49:35,0,"0,906211119",1,"0,7048113983","1,538289495"
67308,2024-01-02 7:09:05,0,"0,8441936243",1,"0,8954987263","2,256312896"
28778,2024-01-02 7:51:08,0,"0,7712471333",0,"0,1637017305","1,020642686"
46381,2024-01-02 7:55:30,0,"0,9111375585",0,"0,4285161728","1,819846861"
40567,2024-01-02 8:05:37,0,"0,9491459888",0,"0,07602482639","0,5676708777"
72842,2024-01-02 8:23:05,0,"0,5137107644",0,"0,1263448206","0,8561591402"
13931,2024-01-02 8:23:51,0,"0,7156109154",1,"0,9886147873","3,277264669"
17015,2024-01-02 8:46:03,0,"0,6635264894",1,"0,9814199042","3,08399973"
65350,2024-01-02 8:47:14,0,"0,7573572936",1,"0,6002414985","1,253972241"
37812,2024-01-02 8:59:30,0,"0,5164887321",0,"0,1282478009","0,865287031"
59342,2024-01-02 9:08:03,0,"0,6424938305",1,"0,9108244898","2,345849616"
37403,2024-01-02 9:18:59,0,"0,7176032969",1,"0,5120218064","1,030138762"
67457,2024-01-02 9:19:48,0,"0,5680215618",1,"0,5178691934","1,044806413"
93640,2024-01-02 9:29:20,1,"0,2341208992",1,"0,6238815305","1,315691157"
24818,2024-01-02 9:34:26,1,"0,231467612",1,"0,987352143","3,236856598"
17892,2024-01-02 9:38:27,0,"0,476179656",1,"0,8609191527","2,084458193"
29184,2024-01-02 9:39:01,1,"0,1064894397",0,"0,1431398347","0,9336814547"
99755,2024-01-02 9:44:48,0,"0,9677250502",0,"0,497398782","1,993479667"
49297,2024-01-02 10:03:32,0,"0,9272070453",1,"0,7085534064","1,549163593"
15110,2024-01-02 10:12:33,0,"0,7460631358",0,"0,3434576615","1,596955275"
44303,2024-01-02 10:13:42,1,"0,1985516696",0,"0,05545735155","0,4059047532"
38024,2024-01-02 10:33:34,1,"0,0642648775",1,"0,6736799584","1,450097578"
38747,2024-01-02 10:47:47,0,"0,5236936392",1,"0,6329498878","1,339676415"
62360,2024-01-02 10:59:19,1,"0,07823309561",1,"0,5133856821","1,033559227"
99795,2024-01-02 11:22:03,1,"0,27638652",1,"0,6751877147","1,454283806"
81829,2024-01-02 11:28:50,0,"0,7041387601",1,"0,5363893031","1,091341311"
10948,2024-01-02 11:33:17,1,"0,02572198755",1,"0,9450314485","2,598475906"
49070,2024-01-02 11:37:32,1,"0,119823877",1,"0,6436150393","1,368138558"
65514,2024-01-02 11:59:37,1,"0,3513395375",1,"0,9291220963","2,469283881"
48236,2024-01-02 12:01:23,0,"0,7964774645",0,"0,3246891571","1,545373983"
5473,2024-01-02 12:02:46,0,"0,5547071345",0,"0,135889009","0,9010228153"
99346,2024-01-02 12:02:47,1,"0,02836096496",1,"0,5499739964","1,125595649"
93342,2024-01-02 12:08:06,0,"0,890943787",1,"0,9891639656","3,296066686"
97081,2024-01-02 12:24:25,0,"0,6756626045",1,"0,6720944334","1,445703919"
30395,2024-01-02 12:51:03,0,"0,5081741988",0,"0,4879826163","1,969872329"
64361,2024-01-02 12:51:16,0,"0,9488911621",0,"0,4355945865","1,837851829"
11835,2024-01-02 12:53:34,1,"0,3080969195",0,"0,002361817246","-0,8253001494"
26116,2024-01-02 13:00:20,1,"0,1958984872",0,"0,08083293189","0,6005092276"
22766,2024-01-02 13:01:55,0,"0,5309439148",1,"0,6830449787","1,476230683"
42610,2024-01-02 13:15:34,0,"0,6610926292",1,"0,8915852873","2,235002897"
23024,2024-01-02 13:31:40,0,"0,4470693711",0,"0,3212286599","1,535734194"
59627,2024-01-02 13:45:09,1,"0,3802395595",1,"0,6612099937","1,415767678"
85427,2024-01-02 13:46:21,1,"0,1109109517",1,"0,6460663031","1,374721778"
35019,2024-01-02 13:48:37,0,"0,7661466878",0,"0,05389764371","0,3918178335"
66545,2024-01-02 13:51:52,0,"0,5340251618",1,"0,9903608158","3,340104046"
37992,2024-01-02 13:59:39,0,"0,9962965666",1,"0,9078581417","2,327680383"
59627,2024-01-02 14:14:23,0,"0,7734447631",1,"0,688501013","1,491605897"
32286,2024-01-02 14:24:37,1,"0,2020976902",0,"0,1868025726","1,110259321"
33072,2024-01-02 14:28:57,0,"0,5489953478",0,"0,1486878645","0,9579224553"
76701,2024-01-02 14:39:40,1,"0,3029145976",1,"0,6333862049","1,340835279"
26116,2024-01-02 14:44:36,0,"0,9158248389",0,"0,1202826747","0,8264251242"
56955,2024-01-02 14:48:43,0,"0,4516236458",1,"0,6401509985","1,358862435"
76832,2024-01-02 14:59:45,0,"0,8717515634",1,"0,5662563902","1,166851088"
88066,2024-01-02 15:01:22,0,"0,7404364825",0,"0,4348241091","1,83589466"
73479,2024-01-02 15:02:26,1,"0,2967559226",1,"0,7629285938","1,715754726"
83157,2024-01-02 15:05:22,0,"0,5375845544",0,"0,2106002053","1,195659599"
5878,2024-01-02 15:18:15,1,"0,3557846974",1,"0,7502707301","1,675341946"
9286,2024-01-02 15:31:19,0,"0,5217354696",0,"0,2293932509","1,259153475"
48519,2024-01-02 15:40:09,1,"0,07589112526",0,"0,2149608441","1,210674333"
64811,2024-01-02 16:14:30,0,"0,7894114717",0,"0,4262460526","1,814060372"
28801,2024-01-02 16:15:19,0,"0,6926022721",1,"0,9271835108","2,455131074"
57047,2024-01-02 16:16:22,0,"0,9220212236",0,"0,4635145436","1,908416658"
21518,2024-01-02 16:52:49,1,"0,084423506",0,"0,2960660001","1,464250951"
91401,2024-01-02 16:54:13,0,"0,4073442629",0,"0,1696081969","1,0442853"
36279,2024-01-02 17:01:15,1,"0,04281516031",1,"0,7359498479","1,630908576"
20577,2024-01-02 17:21:27,0,"0,5624937428",1,"0,5725996416","1,182996561"
41237,2024-01-02 18:37:54,0,"0,7001899456",1,"0,8278606688","1,945745004"
9040,2024-01-02 19:24:39,1,"0,05172134418",0,"0,3556738764","1,629953378"
14777,2024-01-02 19:29:09,0,"0,4309925385",1,"0,6521288249","1,391074254"
43578,2024-01-02 19:50:28,1,"0,1362399011",0,"0,1490528626","0,9594958232"
3396,2024-01-02 19:53:20,1,"0,2993636387",1,"0,796826127","1,830337934"
61560,2024-01-02 20:03:51,1,"0,04097034757",0,"0,08971321994","0,657476883"
49155,2024-01-02 20:06:55,1,"0,3280215706",0,"0,003336467221","-0,7127404794"
44592,2024-01-02 20:07:52,0,"0,8343375561",0,"0,06204503648","0,462169536"
59194,2024-01-02 20:17:15,0,"0,7616944814",1,"0,9889194788","3,287596286"
29831,2024-01-02 20:22:04,1,"0,2546434219",1,"0,8438372717","2,010354547"
94151,2024-01-02 20:26:20,1,"0,1777162451",1,"0,9336247756","2,503343654"
17663,2024-01-02 20:36:09,1,"0,195953002",0,"0,4650025333","1,912161537"
36835,2024-01-02 20:45:06,0,"0,917389273",0,"0,3855651555","1,709103282"
71962,2024-01-02 21:16:03,0,"0,5067864718",1,"0,7117771423","1,558583923"
55359,2024-01-02 21:47:09,1,"0,3636776645",1,"0,8276814946","1,94504283"
17321,2024-01-02 21:50:02,1,"0,2282870343",0,"0,2253882599","1,245878919"
52784,2024-01-02 22:03:34,1,"0,1411066984",1,"0,9671752995","2,840810039"
77042,2024-01-02 22:08:53,0,"0,9801274027",1,"0,728121189","1,60714058"
35486,2024-01-02 22:23:10,1,"0,2579154512",1,"0,5153155373","1,038399794"
75582,2024-01-02 22:47:56,0,"0,4205459894",1,"0,8162334318","1,901103793"
65977,2024-01-02 23:01:52,0,"0,5221748884",0,"0,08304292291","0,6151091513"
87977,2024-01-02 23:03:12,1,"0,2930125664",1,"0,5712544723","1,179568857"
79042,2024-01-02 23:09:04,0,"0,544498657",0,"0,04251394749","0,2777701794"
94151,2024-01-02 23:13:35,0,"0,7106839517",0,"0,1200124592","0,8250754893"
69084,2024-01-02 23:19:17,1,"0,170021577",0,"0,2153973935","1,21216767"
49070,2024-01-02 23:28:58,0,"0,9087173684",1,"0,7085025987","1,549015515"
69216,2024-01-02 23:38:38,0,"0,9695112363",1,"0,9174255006","2,387960745"
29395,2024-01-02 23:40:16,0,"0,5544827032",1,"0,9128356973","2,358425821"
68578,2024-01-02 23:49:03,1,"0,2499406798",1,"0,7906065813","1,80852775"
29905,2024-01-03 0:54:11,0,"0,8907011553",0,"0,1874901423","1,112816817"
47552,2024-01-03 1:04:34,1,"0,03284591583",1,"0,5179475992","1,045003146"
86354,2024-01-03 1:52:10,0,"0,9936066397",0,"0,02056779975","-0,04216063712"
33835,2024-01-03 2:06:30,1,"0,2867011725",1,"0,6719557536","1,445320033"
99795,2024-01-03 2:24:49,0,"0,4575722995",1,"0,8294813032","1,952117503"
2104,2024-01-03 2:25:16,0,"0,907877516",1,"0,7821621051","1,779516044"
72842,2024-01-03 3:05:37,1,"0,02258960644",0,"0,2683619855","1,382225463"
25745,2024-01-03 3:14:10,1,"0,1221369472",0,"0,106128565","0,7526170915"
95953,2024-01-03 3:36:31,1,"0,397974958",1,"0,5384785412","1,096601434"
1810,2024-01-03 3:50:41,1,"0,05181490169",0,"0,3936875246","1,73027919"
28590,2024-01-03 4:11:25,0,"0,6142814807",0,"0,3812337177","1,697757799"
25617,2024-01-03 4:37:33,0,"0,6677399051",0,"0,1894604064","1,120113527"
34608,2024-01-03 4:59:25,1,"0,1683034981",1,"0,8041126332","1,856403311"
49049,2024-01-03 5:00:57,0,"0,5525384927",0,"0,4210838211","1,800878422"
97137,2024-01-03 5:08:40,0,"0,4791023526",1,"0,9356797836","2,519485112"
96079,2024-01-03 5:11:31,1,"0,2544103132",0,"0,3702302527","1,668756422"
93640,2024-01-03 6:25:30,0,"0,4150969366",0,"0,246865304","1,31561266"
42405,2024-01-03 6:26:00,1,"0,2469877255",1,"0,7737675582","1,751312042"
67542,2024-01-03 6:27:26,1,"0,005522305145",0,"0,3109816064","1,50693012"
11228,2024-01-03 7:43:00,0,"0,9489021416",0,"0,1097021228","0,771886186"
89948,2024-01-03 8:19:22,0,"0,7391601032",0,"0,2309236125","1,264191463"
55003,2024-01-03 8:29:50,1,"0,04167151256",1,"0,8964648163","2,261662189"
76832,2024-01-03 8:44:49,0,"0,8575057409",0,"0,3437148004","1,597654266"
72360,2024-01-03 9:01:56,0,"0,6801331593",1,"0,5873224729","1,220662729"
94060,2024-01-03 9:04:35,0,"0,7499041202",0,"0,1529729994","0,976234392"
17892,2024-01-03 9:10:32,0,"0,6676313946",1,"0,8400498462","1,99466277"
15407,2024-01-03 9:15:54,1,"0,3892286827",0,"0,05011910221","0,3563000911"
49056,2024-01-03 9:22:14,1,"0,3984133723",0,"0,2544256406","1,339372582"
29314,2024-01-03 9:25:22,0,"0,8460940327",0,"0,004493540584","-0,6125451873"
21365,2024-01-03 9:54:25,1,"0,3101961487",0,"0,2186874309","1,223366214"
67053,2024-01-03 10:00:58,1,"0,3781983948",0,"0,3483665838","1,610265886"
90603,2024-01-03 10:04:40,0,"0,7767768847",0,"0,1159941991","0,8047475163"
38747,2024-01-03 10:06:43,0,"0,7031364704",0,"0,2006320697","1,160634326"
18575,2024-01-03 10:20:30,1,"0,1681232106",1,"0,591518003","1,231451584"
26969,2024-01-03 10:40:51,0,"0,5749748198",0,"0,1863975375","1,108750017"
9040,2024-01-03 10:46:00,1,"0,1559863355",1,"0,8514666596","2,042744417"
19012,2024-01-03 10:55:33,1,"0,1472357078",0,"0,4704804528","1,925937816"
73735,2024-01-03 11:23:54,1,"0,01723115364",0,"0,4916936897","1,979177663"
58547,2024-01-03 11:31:14,1,"0,2210134007",1,"0,8608779361","2,084272201"
12033,2024-01-03 11:34:03,0,"0,5334110151",0,"0,2732806082","1,397078956"
85564,2024-01-03 11:37:26,0,"0,9531920836",1,"0,8115980645","1,883800584"
61718,2024-01-03 12:03:16,1,"0,2803844575",1,"0,6663949563","1,429980141"
53778,2024-01-03 12:05:13,0,"0,9957197791",1,"0,5989634508","1,250665031"
64775,2024-01-03 12:12:13,0,"0,4008631312",0,"0,1657837827","1,029038729"
81481,2024-01-03 12:20:23,1,"0,1153113655",0,"0,1258745918","0,8538888955"
78553,2024-01-03 12:40:47,0,"0,9387001692",0,"0,08852714769","0,6501194312"
12332,2024-01-03 12:42:50,0,"0,8196261761",1,"0,6669390916","1,431476664"
45814,2024-01-03 12:51:13,1,"0,1476089194",0,"0,2473418995","1,317121782"
13085,2024-01-03 13:08:26,1,"0,3098397335",0,"0,1743366497","1,06283424"
13398,2024-01-03 13:11:36,0,"0,8581035382",1,"0,9541166126","2,686150709"
94074,2024-01-03 13:33:11,0,"0,5626707694",0,"0,368435761","1,66400087"
95653,2024-01-03 13:39:49,0,"0,5621548493",1,"0,8549167731","2,057756535"
66571,2024-01-03 13:52:19,0,"0,5925337684",1,"0,9152601941","2,373877835"
12332,2024-01-03 13:55:36,0,"0,7508676798",0,"0,1889964681","1,118399596"
80944,2024-01-03 14:19:42,0,"0,9848807059",0,"0,299807954","1,475047062"
58194,2024-01-03 14:36:48,0,"0,690041365",1,"0,963083712","2,787649489"
45814,2024-01-03 14:38:45,0,"0,8564204153",0,"0,1229575171","0,839671375"
18692,2024-01-03 14:42:51,1,"0,04353007725",1,"0,9541928502","2,686943067"
23024,2024-01-03 14:46:46,1,"0,1713302455",0,"0,1413896046","0,9259029992"
79469,2024-01-03 14:49:24,0,"0,9347596415",0,"0,3184023854","1,527829046"
79748,2024-01-03 15:10:01,1,"0,2124972908",0,"0,423866838","1,807989111"
59152,2024-01-03 15:42:01,1,"0,3805864927",0,"0,2614916045","1,361246356"
12361,2024-01-03 16:01:43,1,"0,3140656484",0,"0,08072793057","0,5998081004"
93439,2024-01-03 16:06:33,0,"0,8250396313",1,"0,7952510521","1,824777547"
27527,2024-01-03 16:10:08,1,"0,250068692",1,"0,5320785019","1,080495725"
59406,2024-01-03 16:11:02,1,"0,3576209315",0,"0,08898708437","0,652981172"
8135,2024-01-03 16:23:47,0,"0,9407586317",1,"0,6875280939","1,488855769"
5755,2024-01-03 16:26:13,1,"0,3141407841",1,"0,5606788482","1,152690562"
53005,2024-01-03 16:33:40,1,"0,08360843552",1,"0,5181916038","1,045615403"
97418,2024-01-03 17:02:35,1,"0,348037672",0,"0,3209841884","1,535051555"
20609,2024-01-03 17:08:35,0,"0,5931711747",1,"0,6899240119","1,49563497"
31636,2024-01-03 17:09:01,0,"0,8254088229",0,"0,2735263981","1,397817699"
17726,2024-01-03 17:11:04,1,"0,1994854382",0,"0,4034009681","1,755446195"
5206,2024-01-03 17:48:26,0,"0,9643195604",0,"0,4274451748","1,817117673"
20189,2024-01-03 17:58:25,0,"0,5180833726",1,"0,6378234513","1,352647"
68479,2024-01-03 18:00:26,0,"0,5132458629",0,"0,3370104731","1,579364061"
96483,2024-01-03 18:19:47,1,"0,3785836181",0,"0,2349732253","1,277433817"
74156,2024-01-03 18:29:24,0,"0,7777445753",0,"0,04524331259","0,3071636699"
48922,2024-01-03 19:24:10,1,"0,1491582708",1,"0,8814590447","2,182312038"
34704,2024-01-03 19:40:20,1,"0,3697730359",0,"0,1741634394","1,062160462"
12096,2024-01-03 19:45:47,1,"0,3897931026",0,"0,06977817917","0,522554876"
66008,2024-01-03 20:09:58,0,"0,4097499733",1,"0,5268057006","1,067242566"
15407,2024-01-03 20:29:22,1,"0,03028599777",1,"0,6419084692","1,363564739"
9364,2024-01-03 20:42:23,0,"0,8748481725",1,"0,6019635203","1,25843273"
75569,2024-01-03 21:00:53,0,"0,7245446408",1,"0,9692995955","2,870598092"
79748,2024-01-03 21:17:03,1,"0,003642045817",0,"0,08129772446","0,603604564"
46381,2024-01-03 21:21:16,1,"0,3592713174",0,"0,2052310175","1,176919181"
97081,2024-01-03 21:27:22,0,"0,8607335609",1,"0,642687853","1,365652635"
44277,2024-01-03 21:30:24,1,"0,3740046891",0,"0,1925572281","1,131488641"
63707,2024-01-03 21:32:59,1,"0,3871063843",0,"0,349322143","1,612848815"
1152,2024-01-03 21:34:29,0,"0,5152981497",0,"0,4329998791","1,831258225"
77985,2024-01-03 21:43:10,1,"0,1425919152",1,"0,5299645032","1,075180633"
32968,2024-01-03 21:55:28,0,"0,538243982",0,"0,2626297989","1,364741136"
14295,2024-01-03 22:03:01,0,"0,9439819555",0,"0,1241759692","0,8456383679"
20609,2024-01-03 22:05:45,0,"0,7744253704",1,"0,8493925692","2,033831675"
