user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
37924,2024-06-01 22:29:22,,0,,5,1,480
21941,2024-06-01 22:45:02,,1,,7,1,270
10995,2024-06-01 22:46:35,,0,,9,0,0
48493,2024-06-01 22:50:53,,0,,7,1,180
34249,2024-06-01 22:50:57,,1,,10,1,471
87048,2024-06-01 22:54:01,,0,,6,0,0
94157,2024-06-01 22:56:03,,1,,8,1,237
62706,2024-06-01 22:57:28,,0,,6,0,0
73789,2024-06-01 23:01:29,,0,,8,0,0
20248,2024-06-01 23:05:22,,0,,5,0,0
6659,2024-06-01 23:09:23,,0,,3,1,505
964,2024-06-01 23:19:07,,1,,4,1,743
8083,2024-06-01 23:20:35,,1,,6,1,443
40240,2024-06-01 23:27:59,,1,,2,1,507
6757,2024-06-01 23:32:51,,0,,7,1,333
56004,2024-06-01 23:35:32,,1,,6,1,644
40211,2024-06-01 23:36:13,,1,,5,0,0
77029,2024-06-01 23:43:34,,0,,2,1,328
91327,2024-06-01 23:44:17,,0,,7,0,0
38277,2024-06-02 00:27:50,,0,,6,0,0
7233,2024-06-02 00:37:13,,0,,3,0,0
94427,2024-06-02 00:44:41,,1,,2,0,0
17072,2024-06-02 01:02:46,,0,,5,0,0
38241,2024-06-02 01:09:58,,0,,7,1,558
99346,2024-06-02 01:35:17,,0,,5,0,0
13503,2024-06-02 01:54:23,,0,,3,1,642
87557,2024-06-02 02:05:17,,1,,2,0,0
20853,2024-06-02 03:43:17,,1,,8,1,397
61861,2024-06-02 03:45:09,,1,,7,0,0
39107,2024-06-02 04:06:42,,1,,4,0,0
48241,2024-06-02 04:13:21,,0,,2,0,0
12525,2024-06-02 04:14:00,,0,,9,1,467
82674,2024-06-02 04:22:04,,1,,3,0,0
20374,2024-06-02 04:48:55,,1,,6,0,0
72522,2024-06-02 05:10:42,,0,,7,1,375
57128,2024-06-02 05:11:15,,0,,3,1,274
92038,2024-06-02 05:13:54,,1,,7,0,0
88854,2024-06-02 05:16:31,,0,,8,0,0
29589,2024-06-02 05:28:35,,0,,5,0,0
62941,2024-06-02 05:43:17,,0,,7,0,0
59460,2024-06-02 06:26:49,,0,,4,1,450
6432,2024-06-02 06:29:56,,1,,8,1,377
61545,2024-06-02 06:39:26,,1,,9,0,0
42017,2024-06-02 06:58:38,,0,,6,0,0
29831,2024-06-02 07:00:31,,0,,12,0,0
84211,2024-06-02 07:28:44,,0,,8,0,0
32913,2024-06-02 07:38:00,,0,,4,0,0
43097,2024-06-02 07:45:37,,0,,7,0,0
54104,2024-06-02 07:47:10,,0,,5,0,0
9387,2024-06-02 07:48:49,,0,,4,0,0
44592,2024-06-02 07:52:06,,0,,5,1,638
4545,2024-06-02 07:56:23,,0,,9,1,408
3664,2024-06-02 08:01:55,,0,,5,0,0
2373,2024-06-02 08:04:33,,1,,3,0,0
77029,2024-06-02 08:17:07,,1,,5,1,350
11629,2024-06-02 08:17:26,,0,,5,0,0
37973,2024-06-02 08:19:23,,0,,7,1,615
56004,2024-06-02 08:23:21,,0,,8,0,0
57824,2024-06-02 08:48:22,,0,,4,1,391
2954,2024-06-02 08:50:41,,0,,5,0,0
4933,2024-06-02 08:57:41,,1,,8,0,0
59152,2024-06-02 09:11:17,,0,,6,0,0
21933,2024-06-02 09:25:41,,1,,6,0,0
16727,2024-06-02 09:27:07,,0,,2,1,516
86147,2024-06-02 09:28:12,,0,,5,1,272
63003,2024-06-02 09:43:09,,0,,5,0,0
43010,2024-06-02 09:44:08,,0,,7,0,0
38133,2024-06-02 09:47:45,,0,,8,0,0
39441,2024-06-02 09:59:25,,0,,5,0,0
11260,2024-06-02 10:05:10,,0,,10,0,0
30905,2024-06-02 10:06:18,,0,,11,1,418
3375,2024-06-02 10:10:33,,0,,8,1,359
40240,2024-06-02 10:26:24,,0,,7,1,627
6389,2024-06-02 10:34:29,,0,,13,1,322
67448,2024-06-02 10:35:29,,1,,3,1,302
10905,2024-06-02 10:35:32,,1,,4,1,314
63852,2024-06-02 10:39:46,,1,,7,1,333
31426,2024-06-02 10:41:35,,0,,7,1,525
46967,2024-06-02 10:45:03,,0,,5,0,0
85905,2024-06-02 10:46:20,,0,,7,0,0
12187,2024-06-02 10:52:15,,1,,9,0,0
87403,2024-06-02 11:18:31,,0,,4,0,0
40289,2024-06-02 11:35:23,,1,,5,1,324
96298,2024-06-02 11:37:33,,0,,5,0,0
51507,2024-06-02 11:39:32,,0,,3,1,400
18290,2024-06-02 11:45:55,,0,,7,0,0
61752,2024-06-02 12:05:33,,1,,9,0,0
2818,2024-06-02 12:09:16,,1,,6,0,0
79943,2024-06-02 12:10:29,,0,,4,0,0
57128,2024-06-02 12:11:11,,0,,5,0,0
44367,2024-06-02 12:15:11,,0,,3,0,0
68415,2024-06-02 12:17:41,,0,,5,0,0
14777,2024-06-02 12:21:13,,0,,6,0,0
88610,2024-06-02 12:37:54,,1,,6,1,386
22592,2024-06-02 12:38:24,,1,,6,1,497
96221,2024-06-02 12:42:10,,1,,4,1,562
69883,2024-06-02 12:54:58,,0,,5,1,398
91948,2024-06-02 13:01:48,,1,,6,1,462
40072,2024-06-02 13:06:47,,1,,10,1,571
48399,2024-06-02 13:07:46,,0,,7,0,0
78442,2024-06-02 13:08:41,,0,,10,0,0
68415,2024-06-02 13:16:59,,0,,9,0,0
12454,2024-06-02 13:26:19,,0,,2,0,0
48241,2024-06-02 13:29:27,,0,,7,0,0
43995,2024-06-02 13:38:47,,0,,8,1,487
66051,2024-06-02 13:44:00,,0,,5,0,0
77689,2024-06-02 13:55:03,,0,,6,1,402
35872,2024-06-02 14:02:26,,1,,2,0,0
66455,2024-06-02 14:30:39,,0,,4,0,0
93203,2024-06-02 14:34:34,,0,,6,0,0
17869,2024-06-02 14:41:47,,1,,5,1,416
25788,2024-06-02 14:45:40,,0,,5,0,0
42402,2024-06-02 14:48:37,,0,,10,1,489
43133,2024-06-02 15:06:57,,0,,5,0,0
18952,2024-06-02 15:18:49,,0,,5,0,0
12359,2024-06-02 15:28:41,,0,,5,1,477
68499,2024-06-02 15:28:50,,0,,5,1,345
60316,2024-06-02 15:30:57,,0,,7,0,0
4545,2024-06-02 15:46:13,,1,,9,1,257
8135,2024-06-02 16:00:02,,0,,1,1,414
36022,2024-06-02 16:02:13,,0,,6,1,319
28447,2024-06-02 16:02:36,,1,,9,1,324
59037,2024-06-02 16:11:25,,1,,8,0,0
69642,2024-06-02 16:12:08,,1,,5,1,402
10856,2024-06-02 16:17:02,,0,,9,0,0
13849,2024-06-02 16:18:04,,0,,6,0,0
45831,2024-06-02 16:20:59,,1,,6,0,0
79159,2024-06-02 16:29:35,,1,,6,0,0
57128,2024-06-02 16:33:18,,0,,5,0,0
4019,2024-06-02 16:39:10,,0,,6,1,638
60167,2024-06-02 16:40:54,,0,,3,0,0
801,2024-06-02 17:12:47,,0,,6,0,0
42028,2024-06-02 17:19:14,,0,,5,1,342
61325,2024-06-02 17:25:25,,0,,9,0,0
3341,2024-06-02 17:44:38,,1,,2,0,0
88061,2024-06-02 17:45:23,,1,,8,0,0
44815,2024-06-02 17:54:54,,0,,11,1,381
30905,2024-06-02 17:56:32,,1,,6,0,0
51855,2024-06-02 17:58:58,,1,,2,0,0
92284,2024-06-02 18:03:15,,0,,7,0,0
25931,2024-06-02 18:05:07,,0,,4,0,0
46574,2024-06-02 18:08:35,,0,,12,1,379
45089,2024-06-02 18:11:34,,0,,7,0,0
4136,2024-06-02 18:14:54,,0,,6,0,0
7756,2024-06-02 18:22:49,,0,,4,0,0
37051,2024-06-02 18:38:17,,1,,4,0,0
93791,2024-06-02 18:44:52,,1,,6,0,0
34006,2024-06-02 18:47:20,,0,,2,0,0
56647,2024-06-02 18:54:31,,0,,5,1,361
2954,2024-06-02 18:59:02,,0,,4,0,0
54347,2024-06-02 19:00:51,,0,,6,0,0
33272,2024-06-02 19:06:29,,0,,5,1,351
46967,2024-06-02 19:10:21,,0,,3,0,0
48026,2024-06-02 19:16:58,,0,,6,0,0
61325,2024-06-02 19:23:55,,0,,7,1,390
63446,2024-06-02 19:23:58,,0,,3,0,0
94155,2024-06-02 19:40:11,,0,,2,0,0
97946,2024-06-02 19:55:53,,1,,6,0,0
88574,2024-06-02 19:59:39,,0,,8,1,339
11805,2024-06-02 20:14:52,,0,,6,0,0
80249,2024-06-02 20:17:44,,1,,5,0,0
22149,2024-06-02 20:23:29,,0,,3,1,509
20395,2024-06-02 20:40:02,,0,,5,0,0
90381,2024-06-02 20:52:37,,1,,5,0,0
69934,2024-06-02 21:04:28,,0,,5,0,0
65205,2024-06-02 21:07:42,,0,,4,1,350
57397,2024-06-02 21:23:45,,0,,6,0,0
7085,2024-06-02 21:27:30,,1,,2,0,0
17953,2024-06-02 22:08:29,,0,,7,1,269
90194,2024-06-02 22:09:54,,0,,8,0,0
94427,2024-06-02 22:10:32,,0,,8,0,0
5343,2024-06-02 22:35:31,,0,,5,0,0
34750,2024-06-02 22:45:14,,0,,5,0,0
61355,2024-06-02 22:49:17,,0,,6,0,0
65306,2024-06-02 23:00:02,,0,,13,0,0
85234,2024-06-02 23:29:07,,0,,3,1,543
99937,2024-06-02 23:30:31,,0,,6,1,392
92284,2024-06-02 23:41:12,,0,,2,0,0
75672,2024-06-03 00:14:21,,0,,5,0,0
34740,2024-06-03 00:32:13,,1,,6,0,0
33060,2024-06-03 00:50:15,,1,,4,0,0
13811,2024-06-03 00:57:51,,0,,7,1,317
40516,2024-06-03 00:59:20,,1,,5,0,0
39634,2024-06-03 01:20:41,,1,,8,0,0
38002,2024-06-03 01:45:29,,1,,11,0,0
40644,2024-06-03 02:36:38,,0,,6,1,433
29094,2024-06-03 02:37:40,,0,,8,0,0
84611,2024-06-03 02:42:03,,0,,5,0,0
9838,2024-06-03 02:46:42,,0,,6,1,313
41287,2024-06-03 02:48:52,,1,,10,0,0
93652,2024-06-03 03:34:09,,1,,7,0,0
10166,2024-06-03 03:34:55,,0,,5,0,0
65694,2024-06-03 03:43:13,,1,,6,0,0
52613,2024-06-03 03:45:43,,0,,6,0,0
38942,2024-06-03 04:08:00,,0,,5,0,0
59670,2024-06-03 04:16:02,,0,,4,1,254
86618,2024-06-03 04:24:08,,0,,5,0,0
85144,2024-06-03 04:32:56,,1,,5,1,397
87557,2024-06-03 04:43:39,,0,,10,0,0
63302,2024-06-03 05:07:59,,0,,6,0,0
23370,2024-06-03 05:09:05,,0,,8,0,0
23024,2024-06-03 05:12:14,,1,,5,0,0
87745,2024-06-03 05:25:49,,0,,7,0,0
93180,2024-06-03 05:35:24,,1,,9,1,408
25788,2024-06-03 05:38:22,,0,,5,1,469
20911,2024-06-03 05:41:31,,0,,5,0,0
39107,2024-06-03 05:47:47,,0,,7,0,0
81487,2024-06-03 06:14:43,,1,,4,0,0
9387,2024-06-03 06:20:10,,1,,4,1,389
6528,2024-06-03 06:40:54,,0,,9,0,0
93180,2024-06-03 06:50:30,,1,,7,0,0
18121,2024-06-03 06:52:47,,0,,4,1,486
78231,2024-06-03 06:56:26,,0,,5,0,0
53616,2024-06-03 07:12:32,,0,,8,0,0
91017,2024-06-03 07:17:30,,0,,6,1,431
21852,2024-06-03 07:33:55,,0,,4,0,0
32913,2024-06-03 07:59:49,,1,,7,0,0
20374,2024-06-03 08:00:32,,1,,8,1,342
84567,2024-06-03 08:02:10,,0,,5,1,280
67542,2024-06-03 08:07:12,,0,,4,0,0
85420,2024-06-03 08:08:15,,1,,2,0,0
96623,2024-06-03 08:11:34,,0,,5,0,0
19452,2024-06-03 08:22:01,,1,,6,1,295
53255,2024-06-03 08:28:32,,0,,6,0,0
84524,2024-06-03 08:32:09,,0,,5,1,702
67655,2024-06-03 08:49:18,,0,,6,0,0
94926,2024-06-03 08:49:35,,0,,8,0,0
64122,2024-06-03 08:52:36,,0,,6,0,0
27982,2024-06-03 09:03:00,,0,,4,0,0
27966,2024-06-03 09:08:04,,0,,3,0,0
37869,2024-06-03 09:10:26,,0,,6,0,0
32701,2024-06-03 09:16:25,,0,,7,0,0
82135,2024-06-03 09:23:22,,1,,6,1,309
55952,2024-06-03 09:44:58,,1,,5,0,0
36072,2024-06-03 09:45:30,,1,,7,1,463
4343,2024-06-03 09:46:22,,1,,8,0,0
89864,2024-06-03 09:49:55,,0,,3,0,0
10166,2024-06-03 10:03:25,,0,,4,0,0
55952,2024-06-03 10:10:53,,0,,10,0,0
70115,2024-06-03 10:16:12,,1,,7,0,0
39634,2024-06-03 10:20:36,,0,,9,1,588
65306,2024-06-03 10:20:58,,0,,5,1,357
42724,2024-06-03 10:22:53,,0,,3,1,329
9968,2024-06-03 10:26:14,,0,,9,0,0
39581,2024-06-03 10:31:30,,1,,5,0,0
88273,2024-06-03 10:34:56,,0,,2,0,0
88574,2024-06-03 10:38:46,,1,,10,1,398
92586,2024-06-03 10:39:59,,0,,6,1,337
68804,2024-06-03 10:42:43,,0,,5,0,0
88935,2024-06-03 11:02:53,,0,,14,0,0
46841,2024-06-03 11:06:52,,0,,4,0,0
236,2024-06-03 11:07:47,,1,,2,0,0
34740,2024-06-03 11:12:20,,1,,10,0,0
27540,2024-06-03 11:19:02,,0,,3,0,0
71817,2024-06-03 11:21:59,,1,,4,0,0
46342,2024-06-03 11:25:19,,1,,7,0,0
2720,2024-06-03 11:30:22,,0,,7,0,0
82278,2024-06-03 11:38:37,,0,,13,0,0
25568,2024-06-03 11:39:32,,0,,11,1,388
67655,2024-06-03 11:44:23,,1,,6,0,0
7756,2024-06-03 12:07:27,,0,,6,0,0
947,2024-06-03 12:35:35,,1,,6,1,590
62680,2024-06-03 12:38:48,,1,,5,0,0
31314,2024-06-03 12:43:27,,0,,11,0,0
65306,2024-06-03 12:45:48,,0,,8,0,0
60689,2024-06-03 12:57:14,,1,,4,0,0
28342,2024-06-03 13:01:53,,0,,8,0,0
22157,2024-06-03 13:04:56,,0,,6,0,0
4149,2024-06-03 13:06:51,,0,,3,0,0
98314,2024-06-03 13:06:54,,1,,6,0,0
41922,2024-06-03 13:11:12,,1,,6,1,491
76933,2024-06-03 13:17:36,,1,,5,0,0
25661,2024-06-03 13:30:10,,1,,12,0,0
29017,2024-06-03 13:31:47,,1,,6,1,691
55558,2024-06-03 13:42:51,,0,,7,1,327
36560,2024-06-03 13:49:18,,0,,4,0,0
6023,2024-06-03 13:59:08,,0,,4,0,0
68953,2024-06-03 14:11:04,,0,,7,0,0
13858,2024-06-03 14:12:18,,0,,4,1,566
61325,2024-06-03 14:16:38,,0,,12,0,0
18954,2024-06-03 14:18:52,,1,,6,1,447
18121,2024-06-03 14:33:50,,1,,11,1,601
21584,2024-06-03 14:39:20,,0,,8,0,0
28778,2024-06-03 14:40:34,,0,,5,0,0
84211,2024-06-03 14:41:24,,0,,7,1,316
69155,2024-06-03 14:47:13,,0,,9,1,339
78033,2024-06-03 14:49:21,,0,,7,1,450
44997,2024-06-03 15:29:09,,0,,4,0,0
8244,2024-06-03 15:33:30,,0,,4,0,0
62938,2024-06-03 15:39:30,,0,,5,1,368
69934,2024-06-03 15:40:04,,1,,5,1,236
53366,2024-06-03 15:43:44,,0,,7,0,0
8044,2024-06-03 16:12:20,,0,,2,1,510
9838,2024-06-03 16:12:28,,0,,6,0,0
49147,2024-06-03 16:41:51,,1,,5,0,0
92450,2024-06-03 16:47:52,,0,,4,1,366
30239,2024-06-03 16:48:10,,0,,5,0,0
80182,2024-06-03 16:49:19,,0,,7,0,0
2092,2024-06-03 16:50:34,,1,,5,0,0
81487,2024-06-03 16:53:18,,0,,7,1,380
7936,2024-06-03 16:54:58,,0,,8,0,0
67248,2024-06-03 17:01:29,,1,,2,0,0
50753,2024-06-03 17:04:17,,0,,9,0,0
22788,2024-06-03 17:10:20,,0,,6,0,0
32648,2024-06-03 17:15:30,,0,,5,0,0
20681,2024-06-03 17:34:08,,1,,11,1,366
29585,2024-06-03 17:38:42,,1,,6,1,334
6584,2024-06-03 17:50:45,,0,,4,0,0
60167,2024-06-03 18:06:45,,1,,6,0,0
78119,2024-06-03 18:17:09,,1,,1,0,0
31426,2024-06-03 18:23:31,,0,,9,0,0
82478,2024-06-03 18:30:31,,0,,5,0,0
30223,2024-06-03 18:37:00,,0,,2,0,0
51901,2024-06-03 18:41:40,,0,,5,1,338
27168,2024-06-03 18:49:46,,1,,5,0,0
77869,2024-06-03 18:55:20,,0,,6,0,0
73514,2024-06-03 19:04:08,,0,,6,1,482
23024,2024-06-03 19:16:03,,0,,5,0,0
5661,2024-06-03 19:16:08,,0,,3,0,0
23389,2024-06-03 19:22:38,,0,,9,0,0
87152,2024-06-03 19:33:54,,0,,6,0,0
91766,2024-06-03 19:35:04,,0,,5,1,302
46574,2024-06-03 19:42:57,,1,,3,1,662
77173,2024-06-03 19:43:53,,1,,14,1,470
71895,2024-06-03 19:44:03,,0,,5,0,0
8778,2024-06-03 19:49:51,,0,,7,0,0
36522,2024-06-03 19:52:38,,0,,4,1,594
40366,2024-06-03 19:54:53,,0,,4,1,245
77954,2024-06-03 19:54:59,,0,,1,0,0
65306,2024-06-03 20:03:32,,0,,7,1,396
6801,2024-06-03 20:25:27,,1,,9,0,0
84211,2024-06-03 20:38:42,,1,,2,0,0
55806,2024-06-03 20:41:34,,0,,5,0,0
16353,2024-06-03 20:47:23,,0,,7,0,0
84524,2024-06-03 20:55:31,,0,,7,0,0
74242,2024-06-03 20:59:22,,0,,6,1,368
19947,2024-06-03 21:17:13,,1,,3,0,0
38002,2024-06-03 21:21:06,,0,,8,1,385
84190,2024-06-03 21:28:23,,1,,7,0,0
15275,2024-06-03 21:33:33,,0,,2,0,0
56265,2024-06-03 21:39:26,,0,,11,0,0
6439,2024-06-03 22:02:58,,0,,5,0,0
41324,2024-06-03 22:09:24,,0,,7,1,477
94228,2024-06-03 22:10:12,,0,,2,1,307
89509,2024-06-03 22:12:43,,0,,7,1,304
22149,2024-06-03 22:15:17,,0,,2,0,0
8743,2024-06-03 22:32:08,,0,,9,1,290
35543,2024-06-03 22:51:29,,1,,5,0,0
26290,2024-06-03 22:56:02,,0,,5,0,0
26995,2024-06-03 23:22:35,,0,,8,1,582
38173,2024-06-03 23:32:54,,0,,7,1,479
59670,2024-06-03 23:35:44,,0,,6,1,281
30239,2024-06-03 23:36:12,,0,,6,0,0
60689,2024-06-03 23:37:02,,1,,7,0,0
38695,2024-06-03 23:49:56,,0,,2,0,0
8367,2024-06-03 23:59:27,,1,,3,1,431
