user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub,rfm_category
34157,2025-01-01 09:33:20,,0,,4,0,0,неактивные
97255,2025-01-01 09:44:46,,0,,7,1,147,ушедшие
14734,2025-01-01 09:45:10,,0,,6,0,0,почти потерянные
952,2025-01-01 09:56:25,,0,,3,1,161,неактивные
39012,2025-01-01 09:58:28,,0,,8,1,373,неактивные
42665,2025-01-01 10:05:14,,1,,5,0,0,почти потерянные
50172,2025-01-01 10:06:46,,0,,10,1,152,неактивные
36661,2025-01-01 10:13:16,,0,,5,1,194,лояльные
45601,2025-01-01 10:25:14,,0,,7,1,106,неактивные
71101,2025-01-01 10:39:15,,0,,9,0,0,лояльные
53854,2025-01-01 10:48:49,,1,,6,0,0,почти потерянные
78635,2025-01-01 11:07:52,,0,,3,1,332,лояльные
84264,2025-01-01 11:12:02,,1,,5,1,126,неактивные
8599,2025-01-01 11:13:04,,0,,3,1,238,почти потерянные
12525,2025-01-01 11:18:01,,1,,7,0,0,неактивные
28938,2025-01-01 11:20:48,,1,,4,0,0,неактивные
49852,2025-01-01 11:23:22,,1,,10,0,0,лояльные
16560,2025-01-01 11:26:19,,0,,6,0,0,лояльные
61799,2025-01-01 11:32:00,,0,,9,0,0,новые
25668,2025-01-01 12:17:43,,0,,3,0,0,неактивные
97211,2025-01-01 12:21:56,,0,,6,1,297,лояльные
98975,2025-01-01 12:48:39,,1,,4,1,187,лояльные
400,2025-01-01 12:52:26,,1,,6,1,143,лояльные
94312,2025-01-01 12:58:01,,1,,8,1,224,лояльные
23803,2025-01-01 12:58:24,,0,,8,0,0,неактивные
38542,2025-01-01 13:20:46,,0,,7,1,377,неактивные
19932,2025-01-01 13:28:07,,0,,5,1,188,лояльные
9999,2025-01-01 13:55:39,,0,,3,1,211,неактивные
97436,2025-01-01 14:03:21,,0,,8,0,0,лояльные
68670,2025-01-01 14:44:40,,0,,5,0,0,лояльные
36437,2025-01-01 14:53:26,,1,,2,0,0,почти потерянные
24806,2025-01-01 15:05:20,,0,,4,1,342,лояльные
63528,2025-01-01 15:07:28,,0,,5,0,0,лояльные
93180,2025-01-01 15:11:42,,1,,5,0,0,лояльные
11097,2025-01-01 15:25:43,,0,,7,0,0,лояльные
49348,2025-01-01 15:32:27,,0,,3,1,232,неактивные
218,2025-01-01 15:33:25,,1,,8,0,0,почти потерянные
28041,2025-01-01 15:36:04,,1,,8,0,0,неактивные
80486,2025-01-01 15:36:29,,0,,14,1,218,
95764,2025-01-01 15:56:19,,0,,10,0,0,лояльные
83970,2025-01-01 15:57:02,,0,,4,0,0,лояльные
78810,2025-01-01 16:01:19,,0,,5,0,0,почти потерянные
41702,2025-01-01 16:02:00,,1,,8,1,384,лояльные
69470,2025-01-01 16:07:27,,0,,11,0,0,лояльные
97277,2025-01-01 16:48:24,,0,,6,0,0,почти потерянные
93906,2025-01-01 16:51:17,,0,,6,0,0,неактивные
81800,2025-01-01 17:03:12,,0,,5,0,0,ушедшие
9470,2025-01-01 17:07:44,,0,,9,0,0,лояльные
72097,2025-01-01 17:41:45,,0,,10,1,393,новые
97581,2025-01-01 17:44:55,,0,,5,0,0,лояльные
82225,2025-01-01 18:05:13,,1,,6,0,0,неактивные
67053,2025-01-01 18:10:26,,0,,8,0,0,почти потерянные
38206,2025-01-01 18:16:57,,0,,3,0,0,неактивные
89736,2025-01-01 18:18:08,,0,,2,1,93,неактивные
7843,2025-01-01 18:28:42,,1,,6,1,138,лояльные
82016,2025-01-01 18:30:47,,0,,8,1,198,лояльные
83556,2025-01-01 18:41:22,,0,,4,1,337,почти потерянные
53714,2025-01-01 18:59:13,,1,,10,0,0,лояльные
39425,2025-01-01 19:01:38,,0,,4,0,0,неактивные
5613,2025-01-01 19:02:21,,0,,8,0,0,почти потерянные
72607,2025-01-01 19:07:31,,0,,3,0,0,почти потерянные
20778,2025-01-01 19:09:40,,1,,4,1,283,почти потерянные
15633,2025-01-01 19:12:06,,0,,1,0,0,неактивные
1692,2025-01-01 19:18:56,,1,,6,0,0,лояльные
87925,2025-01-01 19:24:13,,0,,5,0,0,неактивные
35049,2025-01-01 19:33:17,,0,,7,0,0,лояльные
32709,2025-01-01 19:35:52,,0,,5,0,0,неактивные
82055,2025-01-01 19:49:49,,0,,5,0,0,
3327,2025-01-01 19:54:12,,1,,6,1,190,лояльные
5528,2025-01-01 20:01:00,,1,,1,0,0,лояльные
66246,2025-01-01 20:02:34,,0,,9,1,473,
1165,2025-01-01 20:05:19,,0,,8,0,0,лояльные
71296,2025-01-01 20:28:06,,1,,4,0,0,лояльные
9573,2025-01-01 20:29:12,,1,,3,0,0,лояльные
36541,2025-01-01 20:52:07,,0,,2,0,0,лояльные
74520,2025-01-01 21:01:35,,1,,6,0,0,неактивные
23225,2025-01-01 21:08:10,,1,,5,0,0,почти потерянные
8244,2025-01-01 21:08:23,,1,,7,0,0,неактивные
60975,2025-01-01 21:20:53,,0,,4,0,0,лояльные
46653,2025-01-01 21:21:17,,0,,7,1,213,лояльные
92332,2025-01-01 21:37:01,,0,,6,0,0,лояльные
85845,2025-01-01 21:39:18,,0,,3,1,175,лояльные
29291,2025-01-01 21:49:28,,1,,7,0,0,неактивные
1423,2025-01-01 22:02:06,,0,,10,0,0,неактивные
93180,2025-01-01 22:04:32,,0,,5,1,162,лояльные
72097,2025-01-01 22:06:36,,1,,4,0,0,новые
6600,2025-01-01 22:18:47,,0,,3,1,609,лояльные
68801,2025-01-01 22:39:15,,1,,11,1,193,лояльные
49769,2025-01-01 22:53:51,,0,,6,0,0,лояльные
52139,2025-01-01 23:19:07,,1,,2,0,0,лояльные
16153,2025-01-01 23:28:45,,0,,2,1,424,лояльные
44666,2025-01-01 23:31:45,,0,,3,0,0,лояльные
94898,2025-01-01 23:32:40,,0,,10,1,168,лояльные
2092,2025-01-01 23:34:37,,0,,2,1,191,почти потерянные
59492,2025-01-01 23:48:36,,0,,4,1,161,лояльные
83799,2025-01-02 00:25:40,,1,,4,0,0,неактивные
36541,2025-01-02 00:42:12,,1,,7,0,0,лояльные
8552,2025-01-02 00:57:57,,0,,7,1,477,почти потерянные
84123,2025-01-02 01:16:38,,1,,9,0,0,неактивные
4343,2025-01-02 02:05:47,,0,,5,1,155,почти потерянные
82189,2025-01-02 02:20:59,,0,,4,0,0,лояльные
36762,2025-01-02 02:30:09,,0,,12,0,0,неактивные
16041,2025-01-02 02:53:12,,1,,4,1,183,неактивные
8267,2025-01-02 03:29:56,,1,,4,0,0,ушедшие
25406,2025-01-02 03:30:51,,0,,5,0,0,почти потерянные
5986,2025-01-02 03:34:51,,0,,7,1,194,лояльные
71132,2025-01-02 03:36:04,,1,,9,0,0,лояльные
45691,2025-01-02 04:18:46,,0,,7,0,0,лояльные
4366,2025-01-02 04:25:11,,1,,10,0,0,почти потерянные
61242,2025-01-02 04:47:11,,0,,5,0,0,ушедшие
39425,2025-01-02 05:11:28,,0,,2,0,0,неактивные
55800,2025-01-02 05:21:04,,0,,3,0,0,ушедшие
58454,2025-01-02 05:32:14,,1,,2,0,0,лояльные
66063,2025-01-02 06:29:20,,0,,5,0,0,лояльные
96170,2025-01-02 06:31:13,,0,,5,0,0,почти потерянные
50584,2025-01-02 06:34:12,,1,,7,0,0,неактивные
11140,2025-01-02 06:40:24,,1,,8,0,0,почти потерянные
83530,2025-01-02 06:41:59,,0,,9,0,0,почти потерянные
48650,2025-01-02 07:08:56,,0,,6,1,162,неактивные
97930,2025-01-02 07:27:04,,1,,13,0,0,неактивные
79797,2025-01-02 07:33:06,,0,,5,1,194,лояльные
7936,2025-01-02 07:53:38,,1,,6,0,0,почти потерянные
2247,2025-01-02 08:04:24,,0,,9,1,366,неактивные
54191,2025-01-02 08:04:32,,0,,3,0,0,лояльные
66415,2025-01-02 08:14:01,,0,,1,0,0,лояльные
6659,2025-01-02 08:19:02,,0,,6,0,0,лояльные
73987,2025-01-02 08:46:30,,0,,6,1,564,
88943,2025-01-02 08:49:53,,1,,5,0,0,лояльные
89813,2025-01-02 08:53:58,,0,,11,0,0,неактивные
32286,2025-01-02 08:54:55,,1,,3,1,272,лояльные
57795,2025-01-02 09:07:54,,0,,8,1,655,почти потерянные
88943,2025-01-02 09:22:03,,0,,7,0,0,лояльные
36437,2025-01-02 09:31:09,,0,,6,1,277,почти потерянные
20189,2025-01-02 09:35:36,,0,,9,0,0,почти потерянные
46474,2025-01-02 09:35:52,,0,,7,1,182,новые
54197,2025-01-02 09:42:36,,0,,7,0,0,лояльные
1154,2025-01-02 09:51:08,,1,,10,1,168,почти потерянные
79971,2025-01-02 10:00:17,,0,,3,0,0,почти потерянные
86553,2025-01-02 10:01:50,,0,,6,1,336,новые
14927,2025-01-02 10:09:17,,0,,9,0,0,неактивные
39172,2025-01-02 10:17:23,,0,,3,0,0,лояльные
31611,2025-01-02 10:23:27,,0,,12,0,0,лояльные
42603,2025-01-02 10:35:20,,1,,4,0,0,лояльные
45995,2025-01-02 11:19:36,,0,,6,1,283,лояльные
2121,2025-01-02 11:20:32,,0,,4,0,0,почти потерянные
63860,2025-01-02 11:30:28,,0,,8,1,198,
61799,2025-01-02 11:52:10,,1,,3,0,0,новые
48650,2025-01-02 12:01:29,,1,,3,0,0,неактивные
47511,2025-01-02 12:14:37,,0,,4,0,0,лояльные
57896,2025-01-02 12:20:34,,0,,4,1,242,новые
57942,2025-01-02 12:33:50,,0,,6,0,0,неактивные
46402,2025-01-02 13:07:32,,0,,3,0,0,неактивные
35716,2025-01-02 13:09:16,,0,,5,1,255,новые
97277,2025-01-02 13:14:22,,1,,7,0,0,почти потерянные
57942,2025-01-02 13:39:50,,0,,5,1,272,неактивные
75284,2025-01-02 13:57:40,,1,,9,0,0,неактивные
97121,2025-01-02 14:05:03,,0,,7,0,0,почти потерянные
90808,2025-01-02 14:05:39,,0,,4,1,207,почти потерянные
41595,2025-01-02 14:29:50,,0,,4,1,259,неактивные
72323,2025-01-02 14:33:35,,0,,11,0,0,лояльные
46237,2025-01-02 15:07:13,,0,,9,0,0,неактивные
11639,2025-01-02 15:16:37,,1,,9,0,0,лояльные
86976,2025-01-02 15:28:00,,0,,5,1,258,неактивные
55577,2025-01-02 15:29:23,,0,,7,0,0,неактивные
86913,2025-01-02 15:36:00,,0,,5,1,345,лояльные
10530,2025-01-02 15:36:48,,0,,4,0,0,лояльные
15512,2025-01-02 16:02:15,,0,,7,0,0,лояльные
4052,2025-01-02 16:17:58,,0,,1,0,0,лояльные
23425,2025-01-02 16:23:52,,1,,8,1,391,почти потерянные
2954,2025-01-02 16:30:47,,1,,9,0,0,почти потерянные
73787,2025-01-02 16:44:53,,0,,4,0,0,лояльные
69741,2025-01-02 16:46:43,,0,,6,0,0,неактивные
79503,2025-01-02 16:56:43,,0,,4,0,0,лояльные
57888,2025-01-02 16:59:40,,0,,9,0,0,лояльные
97476,2025-01-02 17:32:00,,1,,2,0,0,лояльные
34823,2025-01-02 17:33:03,,0,,4,0,0,неактивные
15110,2025-01-02 17:33:50,,0,,9,0,0,неактивные
31523,2025-01-02 17:55:58,,1,,6,1,191,неактивные
28829,2025-01-02 18:08:34,,0,,8,1,233,неактивные
2812,2025-01-02 18:09:08,,0,,5,0,0,почти потерянные
86198,2025-01-02 18:22:25,,0,,4,0,0,неактивные
16164,2025-01-02 18:25:26,,0,,7,0,0,неактивные
17535,2025-01-02 19:02:21,,0,,5,0,0,новые
8552,2025-01-02 19:07:21,,0,,6,0,0,почти потерянные
66354,2025-01-02 19:08:44,,0,,1,0,0,лояльные
86577,2025-01-02 19:28:16,,0,,5,0,0,лояльные
57942,2025-01-02 19:29:59,,0,,7,0,0,неактивные
80926,2025-01-02 19:34:42,,1,,3,0,0,неактивные
25247,2025-01-02 19:43:12,,1,,9,0,0,лояльные
85911,2025-01-02 19:52:45,,0,,6,0,0,лояльные
23225,2025-01-02 20:00:58,,1,,4,0,0,почти потерянные
60925,2025-01-02 20:11:52,,1,,3,0,0,неактивные
45755,2025-01-02 20:14:25,,0,,5,0,0,почти потерянные
3993,2025-01-02 20:22:17,,0,,9,0,0,
81533,2025-01-02 20:22:59,,1,,7,1,387,лояльные
36762,2025-01-02 20:24:09,,0,,6,0,0,неактивные
77968,2025-01-02 20:28:41,,0,,7,0,0,лояльные
43964,2025-01-02 20:29:42,,0,,5,1,248,лояльные
79609,2025-01-02 20:33:33,,0,,7,0,0,почти потерянные
95180,2025-01-02 20:34:35,,0,,8,0,0,лояльные
66354,2025-01-02 20:37:29,,0,,7,0,0,лояльные
5622,2025-01-02 20:43:29,,0,,5,0,0,
64198,2025-01-02 20:49:10,,1,,9,0,0,лояльные
32140,2025-01-02 21:05:59,,0,,3,0,0,новые
33140,2025-01-02 21:13:53,,0,,8,1,167,неактивные
4565,2025-01-02 21:16:04,,0,,7,1,478,почти потерянные
15212,2025-01-02 21:31:11,,0,,7,0,0,лояльные
99987,2025-01-02 21:34:23,,0,,8,1,382,лояльные
80607,2025-01-02 21:35:34,,0,,9,0,0,
73806,2025-01-02 21:43:50,,0,,6,0,0,лояльные
3367,2025-01-02 21:50:19,,0,,7,0,0,почти потерянные
11187,2025-01-02 22:13:23,,1,,7,1,314,неактивные
92462,2025-01-02 22:27:33,,0,,4,0,0,
95764,2025-01-02 22:32:24,,1,,13,1,220,лояльные
8098,2025-01-02 23:17:38,,0,,11,0,0,новые
4343,2025-01-02 23:21:09,,0,,5,1,269,почти потерянные
24277,2025-01-02 23:40:51,,0,,3,0,0,новые
13840,2025-01-02 23:41:26,,0,,3,1,100,лояльные
13285,2025-01-02 23:41:29,,1,,8,0,0,неактивные
86713,2025-01-02 23:44:40,,0,,4,0,0,лояльные
69470,2025-01-02 23:51:51,,0,,3,0,0,лояльные
40475,2025-01-03 01:16:16,,0,,10,1,222,почти потерянные
16050,2025-01-03 01:39:39,,0,,12,1,380,лояльные
5389,2025-01-03 02:07:03,,0,,7,0,0,лояльные
87925,2025-01-03 02:08:04,,0,,5,0,0,неактивные
88880,2025-01-03 02:20:33,,0,,6,1,94,новые
97211,2025-01-03 03:25:15,,0,,7,0,0,лояльные
6185,2025-01-03 03:31:31,,0,,4,0,0,почти потерянные
12096,2025-01-03 03:35:52,,0,,10,1,318,неактивные
27097,2025-01-03 03:37:15,,1,,6,0,0,лояльные
26966,2025-01-03 03:50:03,,0,,4,1,270,лояльные
44210,2025-01-03 04:05:15,,1,,7,1,239,лояльные
75273,2025-01-03 04:16:29,,0,,9,1,231,лояльные
5734,2025-01-03 04:24:40,,0,,9,0,0,лояльные
63008,2025-01-03 04:32:28,,0,,3,1,227,лояльные
12525,2025-01-03 04:46:31,,0,,7,1,203,неактивные
52346,2025-01-03 05:01:11,,0,,4,1,142,лояльные
19109,2025-01-03 05:13:36,,1,,5,0,0,лояльные
1154,2025-01-03 06:27:17,,0,,9,0,0,почти потерянные
63860,2025-01-03 06:30:44,,0,,6,0,0,
15720,2025-01-03 06:57:09,,0,,3,0,0,неактивные
59670,2025-01-03 07:52:21,,0,,5,1,265,лояльные
45755,2025-01-03 08:03:43,,1,,8,0,0,почти потерянные
63667,2025-01-03 08:17:57,,0,,5,1,172,лояльные
21811,2025-01-03 08:22:35,,0,,6,0,0,лояльные
11639,2025-01-03 08:37:26,,0,,2,0,0,лояльные
59094,2025-01-03 08:43:50,,1,,7,0,0,почти потерянные
9665,2025-01-03 08:46:56,,0,,5,0,0,лояльные
46892,2025-01-03 08:49:58,,1,,8,0,0,лояльные
62699,2025-01-03 08:58:27,,1,,9,1,211,почти потерянные
47335,2025-01-03 09:11:20,,0,,9,1,225,почти потерянные
952,2025-01-03 09:13:23,,0,,7,0,0,неактивные
6432,2025-01-03 09:14:18,,0,,7,0,0,лояльные
43137,2025-01-03 09:22:23,,0,,6,0,0,лояльные
63924,2025-01-03 09:28:21,,0,,2,0,0,почти потерянные
89031,2025-01-03 09:29:11,,0,,2,0,0,неактивные
66288,2025-01-03 09:51:04,,0,,10,0,0,почти потерянные
91119,2025-01-03 09:51:55,,0,,3,0,0,неактивные
6193,2025-01-03 10:02:43,,0,,5,0,0,почти потерянные
2092,2025-01-03 10:12:30,,1,,4,1,295,почти потерянные
81579,2025-01-03 10:15:55,,1,,10,0,0,лояльные
66298,2025-01-03 10:20:37,,1,,4,0,0,почти потерянные
30876,2025-01-03 10:22:54,,1,,3,1,222,лояльные
26794,2025-01-03 10:27:35,,0,,8,1,325,почти потерянные
19242,2025-01-03 10:28:56,,0,,6,1,457,неактивные
36636,2025-01-03 10:40:07,,0,,3,1,134,новые
14017,2025-01-03 11:24:07,,0,,13,0,0,новые
93180,2025-01-03 11:33:50,,0,,6,0,0,лояльные
97515,2025-01-03 11:47:12,,1,,6,0,0,лояльные
79527,2025-01-03 12:02:57,,1,,6,0,0,почти потерянные
73692,2025-01-03 12:08:28,,0,,3,1,165,лояльные
59094,2025-01-03 12:13:44,,0,,10,0,0,почти потерянные
84567,2025-01-03 12:45:48,,0,,4,0,0,почти потерянные
97436,2025-01-03 12:49:44,,0,,4,1,194,лояльные
21251,2025-01-03 13:06:13,,0,,4,0,0,лояльные
8582,2025-01-03 13:09:27,,1,,5,0,0,лояльные
89704,2025-01-03 13:26:22,,0,,8,0,0,неактивные
66882,2025-01-03 13:32:43,,0,,4,0,0,лояльные
87463,2025-01-03 14:02:27,,1,,11,0,0,лояльные
42624,2025-01-03 14:25:46,,0,,7,0,0,новые
54631,2025-01-03 14:26:39,,0,,6,0,0,лояльные
60190,2025-01-03 14:28:46,,0,,5,1,224,лояльные
48533,2025-01-03 14:51:37,,0,,2,0,0,почти потерянные
83640,2025-01-03 14:53:00,,0,,6,0,0,почти потерянные
81486,2025-01-03 15:17:35,,0,,12,0,0,лояльные
5734,2025-01-03 15:34:23,,0,,5,0,0,лояльные
71117,2025-01-03 15:46:54,,0,,4,0,0,неактивные
41601,2025-01-03 16:02:32,,0,,5,0,0,лояльные
88553,2025-01-03 16:13:15,,0,,5,0,0,почти потерянные
41505,2025-01-03 16:39:09,,1,,6,1,216,неактивные
59152,2025-01-03 16:48:54,,0,,7,0,0,почти потерянные
81486,2025-01-03 17:12:46,,0,,6,1,170,лояльные
95363,2025-01-03 17:12:48,,1,,12,0,0,неактивные
23332,2025-01-03 17:13:55,,0,,8,0,0,почти потерянные
92462,2025-01-03 17:18:47,,0,,8,1,364,
79078,2025-01-03 17:23:53,,1,,6,0,0,лояльные
9999,2025-01-03 17:30:14,,0,,7,1,156,неактивные
62271,2025-01-03 17:34:09,,0,,2,0,0,почти потерянные
29384,2025-01-03 17:49:22,,0,,7,0,0,лояльные
22056,2025-01-03 17:53:30,,0,,8,1,264,неактивные
93142,2025-01-03 18:11:48,,0,,5,0,0,новые
78810,2025-01-03 18:14:54,,0,,11,0,0,почти потерянные
7878,2025-01-03 18:29:59,,1,,6,1,109,неактивные
3908,2025-01-03 18:50:07,,1,,3,0,0,лояльные
40385,2025-01-03 18:50:53,,0,,2,0,0,лояльные
26407,2025-01-03 19:01:06,,0,,5,0,0,неактивные
65090,2025-01-03 19:03:29,,1,,5,1,120,почти потерянные
33415,2025-01-03 19:07:25,,0,,9,0,0,новые
1896,2025-01-03 19:14:22,,1,,1,0,0,лояльные
72006,2025-01-03 19:28:48,,1,,10,1,199,неактивные
87247,2025-01-03 19:35:07,,0,,4,0,0,лояльные
2505,2025-01-03 19:40:20,,0,,5,0,0,
20395,2025-01-03 19:40:51,,0,,4,0,0,лояльные
64454,2025-01-03 19:42:16,,0,,3,1,320,лояльные
19100,2025-01-03 19:45:16,,0,,7,0,0,лояльные
48144,2025-01-03 19:51:08,,0,,6,0,0,
15338,2025-01-03 19:54:51,,0,,2,0,0,неактивные
29863,2025-01-03 20:17:47,,0,,3,0,0,неактивные
57786,2025-01-03 20:20:59,,1,,4,0,0,лояльные
1124,2025-01-03 20:33:50,,0,,3,0,0,неактивные
81379,2025-01-03 20:33:58,,0,,7,0,0,
63605,2025-01-03 20:39:53,,0,,4,0,0,почти потерянные
40181,2025-01-03 20:53:45,,0,,8,0,0,неактивные
52055,2025-01-03 21:00:48,,0,,6,0,0,почти потерянные
24633,2025-01-03 21:13:14,,1,,5,0,0,
18550,2025-01-03 21:24:34,,1,,8,1,262,почти потерянные
22636,2025-01-03 21:33:39,,0,,9,0,0,лояльные
49362,2025-01-03 21:42:34,,0,,1,0,0,неактивные
81152,2025-01-03 21:52:51,,1,,5,0,0,неактивные
90943,2025-01-03 22:18:04,,1,,5,0,0,почти потерянные
3922,2025-01-03 22:21:24,,1,,5,0,0,почти потерянные
97277,2025-01-03 22:23:30,,1,,10,0,0,почти потерянные
57397,2025-01-03 22:43:40,,0,,9,0,0,неактивные
79527,2025-01-03 22:56:27,,0,,4,0,0,почти потерянные
25247,2025-01-03 22:59:41,,0,,5,0,0,лояльные
74687,2025-01-03 23:01:05,,0,,7,1,300,лояльные
40264,2025-01-03 23:02:24,,0,,3,0,0,неактивные
63008,2025-01-03 23:10:25,,0,,11,0,0,лояльные
36022,2025-01-03 23:14:44,,1,,7,0,0,почти потерянные
67089,2025-01-03 23:25:44,,1,,3,0,0,почти потерянные
90277,2025-01-03 23:33:34,,0,,6,0,0,лояльные
15106,2025-01-03 23:36:57,,1,,6,0,0,неактивные
23332,2025-01-03 23:41:46,,0,,8,0,0,почти потерянные
48044,2025-01-03 23:49:26,,1,,7,0,0,лояльные
17860,2025-01-03 23:59:23,,1,,11,1,144,неактивные
60498,2025-01-04 00:11:27,,0,,1,0,0,лояльные
13285,2025-01-04 00:27:21,,0,,5,1,255,неактивные
47176,2025-01-04 00:36:42,,0,,6,0,0,почти потерянные
58509,2025-01-04 00:42:00,,0,,5,1,126,почти потерянные
88880,2025-01-04 00:56:18,,0,,3,0,0,новые
10627,2025-01-04 01:24:54,,0,,4,1,168,почти потерянные
65514,2025-01-04 01:33:42,,1,,5,0,0,почти потерянные
45426,2025-01-04 01:40:38,,1,,4,0,0,лояльные
58587,2025-01-04 01:56:48,,0,,7,0,0,лояльные
25533,2025-01-04 02:14:49,,0,,2,0,0,лояльные
35872,2025-01-04 03:02:43,,1,,6,0,0,лояльные
10208,2025-01-04 03:18:24,,0,,6,0,0,неактивные
16637,2025-01-04 03:34:11,,1,,7,1,163,новые
10813,2025-01-04 04:09:58,,0,,9,0,0,лояльные
10995,2025-01-04 04:11:04,,1,,8,0,0,лояльные
45831,2025-01-04 05:06:24,,0,,9,0,0,неактивные
8885,2025-01-04 05:53:46,,0,,8,1,269,лояльные
60975,2025-01-04 06:04:57,,0,,12,0,0,лояльные
46873,2025-01-04 06:36:04,,1,,5,0,0,почти потерянные
99024,2025-01-04 06:42:12,,0,,3,0,0,лояльные
32140,2025-01-04 07:01:36,,0,,5,0,0,новые
39012,2025-01-04 07:07:28,,0,,4,0,0,неактивные
74016,2025-01-04 07:20:18,,0,,7,0,0,неактивные
36406,2025-01-04 07:20:50,,0,,6,1,195,
6758,2025-01-04 07:34:18,,0,,7,1,236,почти потерянные
93180,2025-01-04 07:52:35,,0,,4,0,0,лояльные
4247,2025-01-04 08:05:05,,0,,7,1,94,почти потерянные
43964,2025-01-04 08:07:40,,0,,9,0,0,лояльные
9728,2025-01-04 08:32:14,,0,,8,0,0,неактивные
83153,2025-01-04 08:45:55,,1,,8,1,376,неактивные
92405,2025-01-04 08:52:20,,1,,5,1,289,лояльные
14017,2025-01-04 09:02:31,,0,,3,0,0,новые
75841,2025-01-04 09:09:03,,0,,6,0,0,почти потерянные
22636,2025-01-04 09:15:47,,0,,6,0,0,лояльные
18952,2025-01-04 09:18:16,,1,,2,1,226,неактивные
84209,2025-01-04 09:34:20,,1,,10,0,0,лояльные
36255,2025-01-04 09:38:10,,0,,12,0,0,лояльные
28829,2025-01-04 09:40:14,,0,,4,1,398,неактивные
87985,2025-01-04 09:52:22,,0,,6,0,0,неактивные
96586,2025-01-04 09:53:11,,1,,11,0,0,почти потерянные
48026,2025-01-04 10:03:05,,0,,3,0,0,почти потерянные
50172,2025-01-04 10:07:13,,0,,12,0,0,неактивные
22867,2025-01-04 10:26:46,,0,,13,0,0,неактивные
59863,2025-01-04 10:33:58,,0,,5,0,0,почти потерянные
49188,2025-01-04 10:46:48,,1,,10,0,0,неактивные
5285,2025-01-04 10:49:52,,1,,8,0,0,почти потерянные
98221,2025-01-04 11:11:18,,0,,8,0,0,лояльные
24483,2025-01-04 11:26:00,,0,,5,1,276,почти потерянные
85629,2025-01-04 11:35:44,,0,,9,0,0,почти потерянные
47485,2025-01-04 11:44:57,,0,,2,0,0,неактивные
86713,2025-01-04 11:46:50,,1,,8,1,160,лояльные
25669,2025-01-04 11:50:00,,0,,5,1,110,почти потерянные
81897,2025-01-04 11:53:11,,0,,10,0,0,
60601,2025-01-04 11:59:09,,1,,6,0,0,неактивные
24722,2025-01-04 12:01:05,,0,,5,0,0,лояльные
21539,2025-01-04 12:03:01,,0,,3,1,213,лояльные
31611,2025-01-04 12:12:16,,1,,8,0,0,лояльные
18614,2025-01-04 12:15:02,,0,,6,0,0,неактивные
15173,2025-01-04 12:40:51,,0,,6,0,0,лояльные
1768,2025-01-04 12:46:41,,0,,5,1,274,лояльные
67851,2025-01-04 12:46:48,,0,,4,0,0,лояльные
31611,2025-01-04 12:51:33,,0,,6,0,0,лояльные
31647,2025-01-04 13:12:28,,1,,4,0,0,почти потерянные
76250,2025-01-04 13:25:36,,0,,7,0,0,лояльные
10465,2025-01-04 13:33:13,,0,,6,0,0,почти потерянные
56996,2025-01-04 13:33:47,,0,,4,0,0,лояльные
84125,2025-01-04 13:44:11,,0,,3,0,0,неактивные
