user_id,registered_dttm,male_flag,moscow_flag,age
46672,2023-06-07 21:53:11,1,1,27
33289,2023-06-07 23:01:56,1,1,28
9653,2023-06-08 04:59:04,1,0,32
16428,2023-06-08 05:17:26,0,1,26
53161,2023-06-08 06:33:58,1,1,23
5436,2023-06-08 06:44:02,0,0,28
73039,2023-06-08 11:30:41,1,1,22
27019,2023-06-08 12:21:41,0,1,22
33320,2023-06-08 12:46:26,1,0,32
90605,2023-06-08 13:19:33,0,0,29
44213,2023-06-08 14:01:54,0,0,29
86467,2023-06-08 16:47:29,1,0,23
15061,2023-06-08 17:48:06,1,0,23
91205,2023-06-08 17:56:54,1,1,38
35444,2023-06-08 18:53:15,1,1,29
27876,2023-06-08 21:10:03,0,0,26
46315,2023-06-08 21:49:03,1,1,22
5319,2023-06-08 22:00:48,0,0,38
14549,2023-06-08 22:13:37,1,0,31
10345,2023-06-09 04:28:33,1,0,31
44210,2023-06-09 06:54:28,0,0,32
98561,2023-06-09 08:12:22,0,0,28
97942,2023-06-09 10:28:47,1,0,26
45162,2023-06-09 10:44:46,0,0,31
77140,2023-06-09 10:58:06,0,0,24
25319,2023-06-09 11:59:32,1,0,30
27857,2023-06-09 12:20:20,1,1,29
37926,2023-06-09 12:50:35,1,0,38
64240,2023-06-09 13:28:44,1,1,36
57649,2023-06-09 15:10:44,0,1,27
99440,2023-06-09 16:05:25,1,1,22
41195,2023-06-09 16:12:24,1,0,26
65865,2023-06-09 17:23:34,0,0,21
73728,2023-06-09 19:53:09,0,0,33
57725,2023-06-09 20:17:44,1,1,32
79151,2023-06-09 23:07:59,0,0,18
59678,2023-06-09 23:59:30,1,1,34
14100,2023-06-10 00:38:01,0,0,37
47464,2023-06-10 04:17:38,0,0,35
40429,2023-06-10 05:07:48,0,0,32
21069,2023-06-10 05:10:09,1,1,47
62694,2023-06-10 06:37:53,0,0,32
93670,2023-06-10 10:04:39,1,0,27
89508,2023-06-10 10:07:25,1,0,24
83221,2023-06-10 10:20:50,0,0,33
5677,2023-06-10 10:50:13,1,1,21
27835,2023-06-10 10:59:17,0,1,32
91216,2023-06-10 10:59:44,1,1,29
13870,2023-06-10 11:16:23,0,0,25
72446,2023-06-10 11:49:51,0,1,34
36474,2023-06-10 12:16:24,1,0,35
47169,2023-06-10 13:17:15,0,0,25
67044,2023-06-10 13:31:17,1,0,27
1717,2023-06-10 15:37:09,1,0,18
71046,2023-06-10 16:33:08,1,1,38
3238,2023-06-10 18:30:29,1,0,35
30046,2023-06-10 19:34:41,1,1,26
16583,2023-06-10 19:50:11,1,1,33
39258,2023-06-10 20:19:19,1,0,29
9192,2023-06-10 22:37:00,0,0,28
83030,2023-06-10 22:41:37,1,0,33
46011,2023-06-10 22:55:10,1,0,39
34774,2023-06-11 00:19:34,1,0,32
74325,2023-06-11 02:50:57,1,0,37
35159,2023-06-11 03:21:17,0,0,24
76073,2023-06-11 05:11:52,1,1,42
38480,2023-06-11 07:47:49,1,0,33
66826,2023-06-11 10:01:47,1,0,30
39699,2023-06-11 10:52:29,1,1,31
57292,2023-06-11 11:36:03,1,0,38
63893,2023-06-11 12:44:04,0,1,31
15359,2023-06-11 13:17:46,0,0,27
20107,2023-06-11 13:20:01,1,0,29
83796,2023-06-11 13:35:46,1,0,40
7790,2023-06-11 14:01:13,1,0,22
46141,2023-06-11 14:21:15,1,1,22
27798,2023-06-11 15:14:02,0,1,29
97253,2023-06-11 15:15:09,0,0,27
31475,2023-06-11 16:27:50,0,1,26
23351,2023-06-11 19:36:41,1,1,28
49700,2023-06-11 19:50:02,1,0,20
62680,2023-06-11 20:11:24,1,0,35
19541,2023-06-11 20:45:55,0,1,27
426,2023-06-11 21:20:05,0,0,32
24807,2023-06-11 22:09:47,1,1,36
74262,2023-06-11 22:31:03,1,0,27
333,2023-06-12 00:57:28,1,1,35
99006,2023-06-12 01:24:01,1,0,37
23495,2023-06-12 01:24:35,1,0,35
58614,2023-06-12 01:54:40,1,0,30
76213,2023-06-12 03:21:17,0,1,38
8135,2023-06-12 04:11:29,1,0,18
86224,2023-06-12 07:38:13,0,0,28
30604,2023-06-12 08:15:37,0,1,23
19535,2023-06-12 08:23:41,0,0,29
77601,2023-06-12 10:20:04,1,0,31
38405,2023-06-12 10:20:16,0,0,37
5597,2023-06-12 10:39:20,0,1,42
40592,2023-06-12 12:14:59,1,0,27
61915,2023-06-12 12:52:07,0,1,36
86937,2023-06-12 15:57:27,1,0,29
96409,2023-06-12 15:59:42,0,0,35
39510,2023-06-12 16:47:28,0,1,36
36864,2023-06-12 17:39:05,0,0,39
75036,2023-06-12 19:19:04,1,0,35
11724,2023-06-12 20:23:02,1,1,26
4585,2023-06-12 20:32:14,1,0,20
56248,2023-06-12 21:15:14,1,1,29
38656,2023-06-13 00:36:30,0,0,28
93275,2023-06-13 02:52:41,1,0,27
42088,2023-06-13 04:43:37,1,0,30
97591,2023-06-13 08:19:45,1,1,40
95199,2023-06-13 10:20:11,0,1,27
92709,2023-06-13 10:54:49,1,0,27
1513,2023-06-13 11:47:40,1,1,28
69727,2023-06-13 12:48:56,1,0,43
64228,2023-06-13 15:01:01,0,0,27
80085,2023-06-13 16:04:27,0,0,28
92042,2023-06-13 16:08:09,1,0,27
84535,2023-06-13 19:19:08,1,0,26
77176,2023-06-13 21:35:43,0,1,24
79194,2023-06-14 03:13:25,0,0,30
94790,2023-06-14 03:47:14,1,1,21
64383,2023-06-14 08:18:23,1,0,23
86527,2023-06-14 09:45:04,0,0,31
68201,2023-06-14 10:30:47,1,1,39
7474,2023-06-14 10:42:48,0,1,37
41798,2023-06-14 11:28:02,1,1,20
9748,2023-06-14 12:03:48,1,0,36
11682,2023-06-14 12:35:57,1,1,34
19024,2023-06-14 13:30:51,1,0,31
35082,2023-06-14 13:31:28,1,1,29
1171,2023-06-14 13:34:24,1,0,28
63394,2023-06-14 15:41:10,0,0,32
86727,2023-06-14 15:48:01,1,1,28
10021,2023-06-14 16:08:54,1,1,31
45261,2023-06-14 19:02:18,1,1,37
92866,2023-06-14 19:05:08,1,0,25
28810,2023-06-14 19:07:47,0,0,33
7770,2023-06-14 19:11:03,1,0,40
46050,2023-06-14 21:12:37,1,1,29
3430,2023-06-15 00:51:26,1,1,31
82969,2023-06-15 01:15:36,1,0,30
73445,2023-06-15 01:36:11,1,1,43
3836,2023-06-15 03:50:38,1,0,28
74717,2023-06-15 04:09:00,1,0,33
21726,2023-06-15 07:48:57,1,0,30
8031,2023-06-15 08:38:46,1,1,39
20239,2023-06-15 08:39:32,1,1,26
88295,2023-06-15 08:42:27,1,0,30
84770,2023-06-15 08:51:28,1,0,26
41018,2023-06-15 08:54:57,1,0,30
68497,2023-06-15 09:03:52,1,0,34
62695,2023-06-15 10:39:43,1,0,34
97500,2023-06-15 10:53:57,1,1,33
49254,2023-06-15 12:04:00,0,1,35
44219,2023-06-15 13:13:09,0,0,35
57211,2023-06-15 14:36:32,0,0,31
4010,2023-06-15 15:24:01,0,0,32
44782,2023-06-15 15:35:05,0,1,22
19419,2023-06-15 16:27:34,1,1,18
82873,2023-06-15 17:23:59,1,1,28
58961,2023-06-15 19:45:27,1,0,22
6156,2023-06-15 22:30:46,1,1,37
3709,2023-06-15 23:23:21,1,0,31
68051,2023-06-16 03:10:34,0,1,50
1539,2023-06-16 04:01:22,0,0,32
76670,2023-06-16 04:29:19,1,1,44
83037,2023-06-16 04:42:09,1,0,30
57016,2023-06-16 05:14:02,0,1,33
58914,2023-06-16 06:03:00,0,0,31
59464,2023-06-16 09:39:34,1,0,31
13626,2023-06-16 09:45:05,1,0,28
8443,2023-06-16 10:37:06,0,0,36
6556,2023-06-16 11:00:44,1,1,30
68795,2023-06-16 11:14:12,0,0,30
83360,2023-06-16 13:36:51,0,0,32
33694,2023-06-16 13:45:00,1,0,19
61790,2023-06-16 13:57:38,1,0,30
98429,2023-06-16 14:01:26,0,1,40
97532,2023-06-16 14:34:47,0,1,25
25240,2023-06-16 14:37:50,0,0,33
20694,2023-06-16 15:10:46,1,1,30
837,2023-06-16 15:12:14,1,1,26
95955,2023-06-16 15:58:34,1,0,28
86507,2023-06-16 16:50:05,1,0,31
1675,2023-06-16 18:29:12,0,0,26
82714,2023-06-16 18:41:44,1,0,20
99652,2023-06-16 18:47:42,1,1,26
45396,2023-06-16 19:27:14,1,0,25
17080,2023-06-16 20:19:57,1,0,33
99326,2023-06-16 23:52:29,0,0,33
8142,2023-06-17 03:48:22,1,0,34
25530,2023-06-17 03:55:22,0,1,24
69117,2023-06-17 04:35:19,1,0,34
72124,2023-06-17 06:13:27,1,1,29
47514,2023-06-17 08:26:45,0,0,23
52722,2023-06-17 11:01:47,1,0,37
80156,2023-06-17 11:05:27,1,0,32
99295,2023-06-17 11:17:32,0,0,32
94135,2023-06-17 12:43:05,1,0,32
16263,2023-06-17 12:48:58,0,1,34
46633,2023-06-17 12:58:35,1,0,28
945,2023-06-17 13:21:18,0,0,28
16040,2023-06-17 14:49:57,1,1,28
6257,2023-06-17 14:57:34,1,1,37
2978,2023-06-17 15:11:43,0,0,32
53201,2023-06-17 17:55:06,0,0,25
39211,2023-06-17 18:31:40,1,0,41
98547,2023-06-17 18:54:18,0,0,21
11220,2023-06-17 20:16:38,1,1,30
27900,2023-06-17 20:30:25,1,1,37
69256,2023-06-17 20:47:56,0,0,33
87997,2023-06-17 21:35:56,1,1,38
26094,2023-06-17 21:53:27,1,1,25
49774,2023-06-17 22:18:00,1,1,30
64351,2023-06-17 23:14:21,1,0,32
34812,2023-06-17 23:47:59,0,0,35
59363,2023-06-17 23:57:24,0,0,35
75647,2023-06-18 01:32:08,1,1,30
94148,2023-06-18 02:17:05,1,0,43
78899,2023-06-18 02:36:20,0,0,34
79272,2023-06-18 03:07:00,1,1,23
75172,2023-06-18 04:52:30,1,0,26
49568,2023-06-18 06:34:07,0,1,30
95049,2023-06-18 07:47:04,1,0,32
12060,2023-06-18 08:35:33,1,0,35
12121,2023-06-18 09:47:09,0,1,37
29855,2023-06-18 10:58:26,1,0,24
27958,2023-06-18 11:34:07,0,1,28
63252,2023-06-18 13:05:06,1,1,33
1190,2023-06-18 13:48:00,1,1,30
96454,2023-06-18 14:46:24,0,1,30
60986,2023-06-18 16:19:14,1,0,26
75915,2023-06-18 18:35:33,0,0,28
63423,2023-06-18 20:07:14,1,0,30
74497,2023-06-18 23:29:10,0,1,29
44707,2023-06-18 23:48:31,1,1,36
92671,2023-06-19 00:00:19,1,0,21
41035,2023-06-19 00:16:51,1,1,18
79569,2023-06-19 02:26:48,1,1,28
97962,2023-06-19 03:29:10,0,0,28
70301,2023-06-19 03:36:51,1,0,24
35601,2023-06-19 08:37:48,1,0,36
26764,2023-06-19 09:52:45,1,0,26
22654,2023-06-19 10:24:21,1,1,21
886,2023-06-19 11:28:53,1,1,30
32935,2023-06-19 11:32:26,1,1,32
41879,2023-06-19 11:35:22,1,1,24
3652,2023-06-19 11:49:37,0,0,31
85918,2023-06-19 12:40:32,1,0,31
14062,2023-06-19 12:50:39,0,1,34
58621,2023-06-19 13:13:06,0,0,33
56786,2023-06-19 13:57:44,1,0,25
64901,2023-06-19 15:25:12,1,0,33
43843,2023-06-19 17:29:27,0,0,25
58897,2023-06-19 18:41:19,1,1,29
95497,2023-06-19 20:01:55,0,0,35
59430,2023-06-19 20:39:53,1,0,42
19709,2023-06-19 20:50:13,0,0,27
51941,2023-06-19 22:49:01,1,1,37
37264,2023-06-19 22:51:04,0,1,38
46930,2023-06-19 23:38:45,1,1,33
12796,2023-06-20 00:00:43,0,0,28
39505,2023-06-20 01:35:42,0,0,31
32093,2023-06-20 01:54:40,0,1,35
57125,2023-06-20 04:00:20,1,0,30
19449,2023-06-20 04:34:14,0,0,28
47040,2023-06-20 04:34:49,1,1,23
84852,2023-06-20 05:18:05,0,0,24
58115,2023-06-20 05:39:19,1,1,38
69762,2023-06-20 10:29:27,0,0,34
96638,2023-06-20 11:57:16,1,1,33
36656,2023-06-20 15:40:39,1,1,34
70668,2023-06-20 16:02:26,0,0,28
77238,2023-06-20 16:14:30,1,1,23
31995,2023-06-20 16:35:28,1,1,24
98296,2023-06-20 16:59:41,1,0,33
54636,2023-06-20 17:32:26,0,0,29
61184,2023-06-20 17:34:17,1,0,27
20075,2023-06-20 17:38:48,1,0,22
26689,2023-06-20 19:16:42,1,1,33
339,2023-06-20 19:31:08,0,0,42
62993,2023-06-20 19:59:53,0,0,37
30820,2023-06-20 20:00:55,1,1,29
34266,2023-06-20 23:16:38,0,1,30
21211,2023-06-21 00:49:59,1,0,26
76880,2023-06-21 01:28:15,1,1,25
6534,2023-06-21 05:45:43,1,1,35
35030,2023-06-21 06:30:01,1,0,32
34316,2023-06-21 08:03:33,0,0,29
75376,2023-06-21 08:09:55,1,1,32
7953,2023-06-21 08:09:59,0,0,22
11634,2023-06-21 09:24:35,0,1,30
72879,2023-06-21 09:25:05,1,0,25
71292,2023-06-21 10:03:31,1,0,29
9926,2023-06-21 11:06:10,1,1,31
43249,2023-06-21 11:13:33,1,1,31
53593,2023-06-21 11:15:43,1,0,37
66417,2023-06-21 11:24:00,0,0,36
72397,2023-06-21 13:44:41,1,0,32
42469,2023-06-21 16:06:45,1,0,39
90092,2023-06-21 16:19:30,0,1,22
21915,2023-06-21 18:02:14,0,0,28
64368,2023-06-21 21:13:25,1,1,40
37555,2023-06-21 21:50:20,1,0,23
94139,2023-06-21 22:14:50,1,1,33
98245,2023-06-21 23:15:40,0,0,24
25123,2023-06-21 23:26:36,1,0,32
95626,2023-06-22 00:01:56,1,0,19
19421,2023-06-22 01:55:24,0,0,23
5806,2023-06-22 03:17:09,1,1,36
21244,2023-06-22 08:40:52,1,0,21
53422,2023-06-22 09:07:45,0,0,45
36611,2023-06-22 09:18:54,1,0,28
4514,2023-06-22 09:52:43,1,0,31
29981,2023-06-22 11:19:17,1,0,34
24282,2023-06-22 13:19:20,1,1,28
48115,2023-06-22 13:52:15,1,1,31
93490,2023-06-22 14:05:19,1,0,20
90095,2023-06-22 15:23:05,0,0,31
95077,2023-06-22 15:47:31,0,1,25
82427,2023-06-22 17:35:48,1,1,23
28854,2023-06-22 18:15:00,1,0,32
52006,2023-06-22 18:52:33,0,0,33
59185,2023-06-22 19:04:45,1,1,30
19755,2023-06-22 19:06:10,1,0,42
36653,2023-06-22 21:04:41,0,0,28
47390,2023-06-22 22:32:51,0,0,30
33071,2023-06-22 23:31:50,1,1,32
52919,2023-06-23 01:12:07,1,0,28
86278,2023-06-23 02:06:23,0,0,34
23258,2023-06-23 06:29:29,0,0,26
13470,2023-06-23 07:52:02,1,0,26
65020,2023-06-23 07:56:19,1,1,25
24158,2023-06-23 08:38:06,0,0,34
99929,2023-06-23 09:44:53,1,1,19
54291,2023-06-23 11:25:54,1,0,27
35337,2023-06-23 12:01:11,0,1,28
43567,2023-06-23 13:42:10,0,0,35
18288,2023-06-23 14:05:17,1,1,22
14350,2023-06-23 16:52:36,0,1,27
93651,2023-06-23 18:28:27,0,1,29
78172,2023-06-23 22:27:51,1,1,28
11231,2023-06-23 22:37:18,0,1,26
73066,2023-06-23 23:02:05,0,1,25
52683,2023-06-24 00:37:08,1,1,34
88872,2023-06-24 06:18:08,0,0,30
86304,2023-06-24 06:34:53,1,1,22
6005,2023-06-24 10:12:27,1,1,35
47243,2023-06-24 10:40:17,0,0,26
68124,2023-06-24 13:56:17,0,0,27
51905,2023-06-24 15:07:40,0,0,32
86231,2023-06-24 15:41:56,1,0,28
16270,2023-06-24 15:52:21,1,1,33
75550,2023-06-24 17:41:32,1,0,29
16555,2023-06-24 20:39:11,1,1,22
81393,2023-06-24 21:15:37,1,1,31
34284,2023-06-24 23:05:23,1,1,29
41811,2023-06-25 00:47:29,0,0,20
23086,2023-06-25 05:32:29,1,1,36
87205,2023-06-25 06:45:55,0,0,30
74571,2023-06-25 06:48:54,1,0,34
83016,2023-06-25 08:32:24,1,0,31
82270,2023-06-25 09:37:35,0,1,35
85533,2023-06-25 09:55:53,1,1,37
78945,2023-06-25 10:15:05,0,0,32
66891,2023-06-25 11:17:31,1,0,19
1433,2023-06-25 11:33:14,1,1,33
2499,2023-06-25 12:25:44,1,0,37
20836,2023-06-25 12:48:46,0,1,33
78929,2023-06-25 13:41:57,1,1,36
69948,2023-06-25 14:00:32,0,0,19
10840,2023-06-25 16:33:27,0,1,24
72928,2023-06-25 17:32:01,0,1,26
89642,2023-06-25 17:42:15,0,0,30
90988,2023-06-25 18:04:01,0,0,37
89500,2023-06-25 18:54:15,1,0,33
4500,2023-06-25 19:04:07,0,0,31
80319,2023-06-25 19:42:36,0,0,30
20049,2023-06-25 23:02:43,1,1,44
38852,2023-06-26 00:50:13,0,0,26
70195,2023-06-26 04:13:49,0,1,30
14180,2023-06-26 08:38:38,0,1,43
62579,2023-06-26 09:02:46,0,0,34
78286,2023-06-26 10:32:24,1,0,23
22603,2023-06-26 10:53:05,1,0,32
8144,2023-06-26 11:09:10,0,1,19
93495,2023-06-26 11:30:46,1,1,29
83406,2023-06-26 11:47:29,0,0,31
56362,2023-06-26 13:17:05,0,1,27
68231,2023-06-26 13:36:39,1,1,37
11402,2023-06-26 13:56:22,1,0,26
8057,2023-06-26 14:09:35,1,1,30
57706,2023-06-26 16:48:14,1,0,35
25710,2023-06-26 18:11:13,1,1,33
91713,2023-06-26 18:22:14,0,1,33
31030,2023-06-26 18:29:12,0,0,38
45959,2023-06-26 19:06:58,1,1,31
22498,2023-06-26 20:56:57,0,0,31
78301,2023-06-26 23:20:47,0,0,18
2879,2023-06-27 00:20:36,1,0,39
44339,2023-06-27 02:39:54,0,0,34
83297,2023-06-27 06:14:43,0,0,34
12829,2023-06-27 08:39:35,0,1,37
59854,2023-06-27 09:08:03,1,0,32
6691,2023-06-27 09:09:38,0,0,32
60918,2023-06-27 09:20:27,1,0,25
36393,2023-06-27 12:10:00,1,1,29
96499,2023-06-27 12:18:25,0,0,28
13592,2023-06-27 16:31:54,1,0,18
72463,2023-06-27 17:35:37,0,0,31
78858,2023-06-27 17:54:09,1,1,27
28640,2023-06-27 18:08:53,1,1,36
32548,2023-06-27 22:33:27,0,1,28
86131,2023-06-27 23:42:59,0,0,27
4202,2023-06-28 00:34:10,1,1,26
69175,2023-06-28 02:40:03,1,0,28
23334,2023-06-28 03:22:52,1,0,34
30988,2023-06-28 04:10:24,1,1,31
47198,2023-06-28 05:02:14,1,0,28
75484,2023-06-28 06:46:00,1,1,31
94397,2023-06-28 07:12:59,1,0,27
73614,2023-06-28 08:25:41,1,1,34
6849,2023-06-28 08:37:26,1,1,32
6589,2023-06-28 10:21:08,1,1,34
80437,2023-06-28 11:03:59,0,0,31
71942,2023-06-28 17:15:30,1,1,36
15471,2023-06-28 18:06:20,1,0,27
54263,2023-06-28 18:14:01,0,0,27
12081,2023-06-28 19:24:23,1,1,35
50977,2023-06-28 21:08:06,1,0,27
56850,2023-06-29 01:24:50,0,0,25
