user_id,session_start,satisfaction_test_bucket,satisfaction_metric,device,purchase_amount_rub
32290,2024-04-01 12:10:42,,,android,0
63893,2024-04-01 12:16:13,,,desktop,0
80926,2024-04-01 12:17:41,,,android,0
89956,2024-04-01 12:26:27,,,android,0
84077,2024-04-01 12:31:12,,,desktop,0
08913,2024-04-01 12:34:38,,,ios,1179
54299,2024-04-01 12:35:34,,,android,0
71993,2024-04-01 12:49:36,,,ios,0
03490,2024-04-01 12:50:20,,,desktop,655
86804,2024-04-01 12:56:14,,,desktop,239
95239,2024-04-01 13:00:43,,,desktop,285
01629,2024-04-01 13:02:09,,,ios,0
30370,2024-04-01 13:35:34,,,android,0
95432,2024-04-01 13:45:47,,,android,0
56520,2024-04-01 13:45:56,,,ios,0
97127,2024-04-01 13:54:41,,,ios,0
04217,2024-04-01 14:16:17,,,ios,0
32706,2024-04-01 14:18:29,,,ios,438
36856,2024-04-01 14:30:35,,,ios,0
06626,2024-04-01 14:38:45,,,android,0
10963,2024-04-01 14:50:59,,,desktop,0
55751,2024-04-01 14:51:05,,,ios,448
41530,2024-04-01 14:52:09,,,desktop,0
10045,2024-04-01 14:55:19,,,desktop,374
30882,2024-04-01 15:01:11,,,ios,1058
98989,2024-04-01 15:08:59,,,desktop,453
43604,2024-04-01 15:15:54,,,ios,0
86725,2024-04-01 15:16:19,,,android,0
37175,2024-04-01 15:23:43,,,android,567
06911,2024-04-01 15:24:40,,,desktop,0
01379,2024-04-01 15:32:49,,,desktop,0
57651,2024-04-01 15:36:26,,,desktop,0
15519,2024-04-01 15:39:07,,,android,0
70570,2024-04-01 15:44:14,,,desktop,0
80847,2024-04-01 15:47:07,,,ios,0
93166,2024-04-01 15:47:35,,,desktop,0
61165,2024-04-01 15:48:00,,,ios,0
79608,2024-04-01 15:53:41,,,desktop,0
55751,2024-04-01 15:59:00,,,desktop,0
15281,2024-04-01 16:05:51,,,android,434
68599,2024-04-01 16:11:50,,,android,0
55332,2024-04-01 16:17:28,,,ios,790
48402,2024-04-01 16:22:44,,,desktop,0
88994,2024-04-01 16:25:54,,,ios,0
24656,2024-04-01 16:26:01,,,ios,1091
34626,2024-04-01 16:26:34,,,ios,318
72764,2024-04-01 16:27:39,,,ios,0
20388,2024-04-01 16:30:22,,,android,0
76474,2024-04-01 16:38:11,,,android,0
83640,2024-04-01 16:41:26,,,desktop,519
86935,2024-04-01 16:43:21,,,ios,1125
27787,2024-04-01 16:51:03,,,desktop,0
08485,2024-04-01 17:03:21,,,android,0
10704,2024-04-01 17:03:41,,,desktop,0
08785,2024-04-01 17:19:33,,,ios,0
85417,2024-04-01 17:48:22,,,desktop,443
10686,2024-04-01 17:58:21,,,desktop,0
06106,2024-04-01 18:07:42,,,android,0
63471,2024-04-01 18:16:13,,,ios,0
33407,2024-04-01 18:19:10,,,desktop,0
90526,2024-04-01 18:19:59,,,ios,0
55839,2024-04-01 18:21:41,,,android,0
33334,2024-04-01 18:38:46,,,desktop,331
05002,2024-04-01 18:39:58,,,desktop,195
50727,2024-04-01 18:54:13,,,ios,0
27670,2024-04-01 19:01:19,,,desktop,0
45432,2024-04-01 19:06:22,,,android,0
38820,2024-04-01 19:07:24,,,android,0
24517,2024-04-01 19:11:58,,,android,0
91837,2024-04-01 19:19:31,,,android,0
36004,2024-04-01 19:26:13,,,desktop,0
30079,2024-04-01 19:27:32,,,desktop,632
46921,2024-04-01 19:37:03,,,android,0
52207,2024-04-01 19:47:27,,,ios,277
15256,2024-04-01 20:09:29,,,desktop,449
70680,2024-04-01 20:10:14,,,ios,0
49968,2024-04-01 20:24:56,,,ios,0
25572,2024-04-01 20:39:53,,,ios,0
42605,2024-04-01 20:48:49,,,desktop,0
30170,2024-04-01 21:15:11,,,android,0
23490,2024-04-01 21:29:25,,,desktop,0
21057,2024-04-01 21:32:29,,,android,213
48616,2024-04-01 21:43:11,,,desktop,0
65450,2024-04-01 21:44:15,,,desktop,0
13076,2024-04-01 21:52:17,,,desktop,0
63875,2024-04-01 21:59:39,,,android,280
02089,2024-04-01 22:36:49,,,desktop,0
54821,2024-04-01 22:49:50,,,android,0
73384,2024-04-01 22:50:03,,,desktop,0
78892,2024-04-01 23:12:28,,,desktop,0
74846,2024-04-01 23:13:48,,,android,0
95624,2024-04-01 23:15:25,,,desktop,237
90244,2024-04-01 23:20:08,,,android,0
40737,2024-04-01 23:31:39,,,android,393
48264,2024-04-01 23:35:18,,,android,283
03764,2024-04-01 23:42:43,,,desktop,0
89881,2024-04-01 23:47:42,,,desktop,520
51447,2024-04-01 23:56:03,,,desktop,328
32491,2024-04-01 23:56:45,,,android,266
84062,2024-04-02 00:09:04,,,desktop,0
73726,2024-04-02 00:29:45,,,desktop,927
40993,2024-04-02 00:42:22,,,desktop,1432
03504,2024-04-02 00:46:47,,,desktop,439
79400,2024-04-02 01:10:46,,,ios,0
01425,2024-04-02 01:48:22,,,desktop,254
54519,2024-04-02 02:00:52,,,ios,406
40534,2024-04-02 02:06:05,,,android,0
42750,2024-04-02 02:27:11,,,desktop,0
43787,2024-04-02 02:37:19,,,ios,0
22731,2024-04-02 02:46:00,,,desktop,313
31410,2024-04-02 03:24:05,,,android,235
64324,2024-04-02 03:24:08,,,desktop,0
73576,2024-04-02 03:39:28,,,desktop,954
52333,2024-04-02 03:40:01,,,android,0
70243,2024-04-02 04:10:44,,,ios,616
41032,2024-04-02 04:15:12,,,desktop,0
09613,2024-04-02 04:28:47,,,ios,0
35047,2024-04-02 04:37:46,,,android,0
03671,2024-04-02 04:57:36,,,desktop,485
66429,2024-04-02 05:20:37,,,desktop,474
46703,2024-04-02 05:24:35,,,android,94
67288,2024-04-02 05:29:20,,,desktop,0
04715,2024-04-02 06:46:26,,,android,0
63937,2024-04-02 07:02:08,,,desktop,0
74012,2024-04-02 07:17:04,,,ios,1099
25375,2024-04-02 07:50:26,,,android,0
19971,2024-04-02 08:11:24,,,android,240
60275,2024-04-02 08:12:20,,,desktop,584
76831,2024-04-02 08:19:31,,,desktop,932
69519,2024-04-02 08:21:13,,,android,0
08913,2024-04-02 08:35:08,,,android,115
52214,2024-04-02 08:37:31,,,desktop,826
15949,2024-04-02 08:42:20,,,desktop,688
64939,2024-04-02 08:42:54,,,ios,0
25194,2024-04-02 08:59:38,,,ios,0
49595,2024-04-02 09:08:37,,,android,597
85042,2024-04-02 09:18:29,,,desktop,760
19681,2024-04-02 09:22:24,,,desktop,1417
76722,2024-04-02 09:34:22,,,android,0
44084,2024-04-02 09:49:57,,,ios,0
00126,2024-04-02 09:51:02,,,android,129
56479,2024-04-02 09:56:43,,,desktop,733
46210,2024-04-02 10:11:28,,,desktop,0
77306,2024-04-02 10:16:17,,,ios,0
52657,2024-04-02 10:30:59,,,ios,0
00839,2024-04-02 10:43:33,,,ios,0
56347,2024-04-02 10:51:50,,,desktop,0
46263,2024-04-02 10:52:09,,,ios,493
87846,2024-04-02 10:52:33,,,ios,901
80269,2024-04-02 10:53:51,,,desktop,798
50727,2024-04-02 11:31:38,,,desktop,511
91837,2024-04-02 11:57:17,,,android,0
18898,2024-04-02 11:59:18,,,ios,0
21024,2024-04-02 12:38:15,,,desktop,0
86804,2024-04-02 12:49:32,,,android,912
37175,2024-04-02 12:57:51,,,desktop,0
22869,2024-04-02 13:02:33,,,android,544
95434,2024-04-02 13:15:46,,,ios,0
04933,2024-04-02 13:22:02,,,desktop,724
74854,2024-04-02 13:22:52,,,ios,0
27677,2024-04-02 13:23:02,,,desktop,0
94196,2024-04-02 13:38:44,,,android,0
90280,2024-04-02 13:46:00,,,ios,0
23653,2024-04-02 13:53:44,,,ios,0
98845,2024-04-02 13:56:05,,,android,0
88282,2024-04-02 13:56:41,,,android,418
70342,2024-04-02 14:05:16,,,desktop,520
31494,2024-04-02 14:14:38,,,android,0
86311,2024-04-02 14:19:01,,,desktop,312
10459,2024-04-02 14:50:37,,,desktop,0
66607,2024-04-02 14:51:31,,,android,0
67520,2024-04-02 14:51:32,,,desktop,0
92641,2024-04-02 14:52:15,,,android,0
75123,2024-04-02 14:58:16,,,desktop,0
23414,2024-04-02 15:03:39,,,desktop,565
14769,2024-04-02 15:07:50,,,android,0
62446,2024-04-02 15:08:06,,,desktop,730
11511,2024-04-02 15:18:12,,,android,0
23653,2024-04-02 15:21:03,,,desktop,306
47258,2024-04-02 15:22:45,,,android,358
51061,2024-04-02 15:26:43,,,android,0
96744,2024-04-02 15:34:59,,,ios,0
88282,2024-04-02 15:36:06,,,ios,0
01819,2024-04-02 15:44:29,,,desktop,168
12557,2024-04-02 15:45:48,,,desktop,0
19888,2024-04-02 15:52:40,,,android,367
54013,2024-04-02 15:55:20,,,android,0
69365,2024-04-02 15:56:20,,,android,0
37499,2024-04-02 15:58:30,,,ios,476
40131,2024-04-02 16:05:19,,,desktop,456
18428,2024-04-02 16:17:18,,,desktop,0
67367,2024-04-02 16:20:20,,,desktop,0
70265,2024-04-02 16:20:23,,,desktop,181
61286,2024-04-02 16:26:57,,,desktop,0
11096,2024-04-02 16:32:43,,,android,0
28611,2024-04-02 16:36:33,,,desktop,949
07135,2024-04-02 16:41:27,,,desktop,0
46972,2024-04-02 16:45:55,,,desktop,632
00267,2024-04-02 16:54:46,,,desktop,636
99924,2024-04-02 16:58:16,,,desktop,0
18898,2024-04-02 17:18:29,,,ios,808
54668,2024-04-02 17:21:23,,,desktop,0
03671,2024-04-02 17:22:20,,,android,0
38196,2024-04-02 17:51:14,,,desktop,0
82304,2024-04-02 18:13:11,,,ios,0
31283,2024-04-02 18:13:34,,,ios,0
89744,2024-04-02 18:15:14,,,ios,0
42876,2024-04-02 18:23:56,,,android,507
07938,2024-04-02 18:32:18,,,android,532
08375,2024-04-02 18:36:27,,,android,0
73894,2024-04-02 18:42:38,,,desktop,195
67592,2024-04-02 18:50:41,,,android,0
97033,2024-04-02 18:53:34,,,android,0
39156,2024-04-02 19:02:37,,,desktop,334
83950,2024-04-02 19:02:53,,,desktop,0
99274,2024-04-02 19:37:28,,,android,0
29349,2024-04-02 19:46:46,,,ios,519
63471,2024-04-02 19:50:24,,,ios,0
82705,2024-04-02 19:58:22,,,desktop,0
38431,2024-04-02 20:10:35,,,ios,487
00720,2024-04-02 20:19:00,,,desktop,0
50004,2024-04-02 20:19:30,,,android,0
31494,2024-04-02 20:20:47,,,desktop,0
48264,2024-04-02 20:35:49,,,android,384
09187,2024-04-02 20:36:37,,,ios,0
08922,2024-04-02 20:37:16,,,desktop,0
38737,2024-04-02 20:45:24,,,ios,0
01379,2024-04-02 20:45:54,,,desktop,0
32905,2024-04-02 20:48:57,,,desktop,0
10886,2024-04-02 20:49:23,,,ios,473
78937,2024-04-02 20:50:32,,,desktop,0
00321,2024-04-02 20:51:51,,,android,370
95239,2024-04-02 20:55:31,,,desktop,0
80012,2024-04-02 20:58:58,,,desktop,0
55751,2024-04-02 21:14:44,,,ios,369
00839,2024-04-02 21:14:49,,,desktop,0
90779,2024-04-02 21:18:03,,,desktop,970
42476,2024-04-02 21:50:32,,,desktop,0
86804,2024-04-02 21:59:56,,,ios,0
08913,2024-04-02 22:03:14,,,desktop,403
44733,2024-04-02 22:03:45,,,android,0
79400,2024-04-02 22:06:31,,,android,0
30906,2024-04-02 22:07:55,,,android,0
32395,2024-04-02 22:10:27,,,android,605
70570,2024-04-02 22:16:39,,,desktop,493
18773,2024-04-02 22:18:31,,,ios,443
46210,2024-04-02 22:18:49,,,desktop,0
12817,2024-04-02 22:19:23,,,desktop,0
51350,2024-04-02 22:20:39,,,desktop,0
48792,2024-04-02 22:28:51,,,ios,483
11511,2024-04-02 22:30:38,,,desktop,509
67364,2024-04-02 22:38:03,,,desktop,0
09187,2024-04-02 22:38:50,,,android,381
21679,2024-04-02 22:56:37,,,android,513
67736,2024-04-02 23:04:24,,,desktop,569
12085,2024-04-02 23:07:03,,,android,0
77306,2024-04-02 23:38:26,,,android,0
79126,2024-04-02 23:44:49,,,desktop,0
29502,2024-04-02 23:45:55,,,desktop,0
53721,2024-04-02 23:48:42,,,android,0
70680,2024-04-02 23:53:28,,,desktop,0
65381,2024-04-02 23:57:31,,,desktop,163
75484,2024-04-03 00:04:34,,,android,604
92499,2024-04-03 00:10:28,,,desktop,0
55415,2024-04-03 00:16:02,,,desktop,0
62632,2024-04-03 00:24:30,,,desktop,0
04884,2024-04-03 00:56:04,,,desktop,0
05002,2024-04-03 00:56:57,,,android,205
10323,2024-04-03 01:14:06,,,android,355
69908,2024-04-03 01:14:56,,,ios,493
29349,2024-04-03 01:16:52,,,desktop,713
91360,2024-04-03 01:30:41,,,android,557
30148,2024-04-03 02:04:59,,,desktop,856
39789,2024-04-03 02:36:21,,,ios,0
63393,2024-04-03 02:45:43,,,ios,0
15519,2024-04-03 02:47:36,,,desktop,0
52968,2024-04-03 03:01:44,,,android,0
82705,2024-04-03 03:06:10,,,ios,0
80012,2024-04-03 03:20:08,,,desktop,0
79194,2024-04-03 03:23:01,,,desktop,0
61037,2024-04-03 03:34:45,,,android,0
49656,2024-04-03 03:51:25,,,desktop,0
12262,2024-04-03 03:56:52,,,ios,0
13037,2024-04-03 04:01:27,,,android,727
19534,2024-04-03 04:05:44,,,desktop,0
42750,2024-04-03 04:20:00,,,desktop,0
25233,2024-04-03 04:33:36,,,ios,767
86528,2024-04-03 04:47:27,,,android,280
40082,2024-04-03 04:59:02,,,ios,553
02395,2024-04-03 05:02:31,,,desktop,0
01290,2024-04-03 05:31:29,,,desktop,0
93476,2024-04-03 05:57:10,,,desktop,0
77754,2024-04-03 06:54:28,,,desktop,0
03938,2024-04-03 07:17:22,,,desktop,896
35631,2024-04-03 07:21:39,,,desktop,0
58322,2024-04-03 07:26:15,,,desktop,394
95432,2024-04-03 07:26:16,,,desktop,0
70265,2024-04-03 07:49:58,,,desktop,0
71617,2024-04-03 07:54:00,,,android,367
87614,2024-04-03 08:21:15,,,desktop,0
12251,2024-04-03 08:25:47,,,android,553
53625,2024-04-03 08:25:51,,,ios,673
36316,2024-04-03 08:32:27,,,ios,0
85462,2024-04-03 08:36:56,,,ios,0
39154,2024-04-03 08:38:37,,,android,199
09566,2024-04-03 08:48:28,,,desktop,0
51497,2024-04-03 08:52:29,,,desktop,317
03724,2024-04-03 08:52:30,,,desktop,0
84142,2024-04-03 08:52:52,,,desktop,0
44710,2024-04-03 08:52:59,,,desktop,0
39988,2024-04-03 09:12:04,,,ios,465
97033,2024-04-03 09:15:37,,,desktop,264
84256,2024-04-03 09:17:26,,,android,0
23490,2024-04-03 09:47:15,,,desktop,0
11128,2024-04-03 09:52:50,,,desktop,311
38116,2024-04-03 09:54:42,,,ios,1321
01290,2024-04-03 10:09:15,,,desktop,0
98939,2024-04-03 10:25:43,,,desktop,0
25233,2024-04-03 10:43:24,,,ios,199
51138,2024-04-03 10:45:50,,,desktop,0
19941,2024-04-03 10:49:02,,,desktop,1522
65603,2024-04-03 10:57:30,,,desktop,0
18114,2024-04-03 11:05:41,,,android,0
20388,2024-04-03 11:10:08,,,android,0
13176,2024-04-03 11:18:15,,,desktop,701
11113,2024-04-03 11:19:22,,,desktop,526
33807,2024-04-03 11:19:56,,,ios,613
45930,2024-04-03 11:26:21,,,desktop,805
88620,2024-04-03 11:28:10,,,desktop,0
57576,2024-04-03 11:31:49,,,desktop,0
18676,2024-04-03 11:33:16,,,android,0
38542,2024-04-03 11:39:52,,,android,248
59708,2024-04-03 11:40:49,,,desktop,304
13037,2024-04-03 11:52:13,,,android,419
09392,2024-04-03 11:52:52,,,desktop,0
80847,2024-04-03 11:57:02,,,ios,0
69634,2024-04-03 12:04:55,,,desktop,532
22905,2024-04-03 12:19:04,,,android,581
55751,2024-04-03 12:20:59,,,desktop,0
99341,2024-04-03 12:42:14,,,android,339
53835,2024-04-03 12:43:13,,,android,315
22683,2024-04-03 12:51:57,,,android,0
59296,2024-04-03 12:56:51,,,android,0
40019,2024-04-03 13:15:22,,,desktop,0
76584,2024-04-03 13:19:43,,,android,149
69634,2024-04-03 13:25:06,,,desktop,0
38095,2024-04-03 13:32:05,,,android,0
36316,2024-04-03 13:34:41,,,desktop,0
10952,2024-04-03 13:36:57,,,desktop,390
95475,2024-04-03 13:37:39,,,desktop,260
29327,2024-04-03 13:48:07,,,ios,0
06159,2024-04-03 14:08:27,,,desktop,0
90244,2024-04-03 14:12:34,,,ios,0
38542,2024-04-03 14:15:53,,,desktop,1308
48616,2024-04-03 14:32:39,,,desktop,0
99345,2024-04-03 14:33:09,,,desktop,0
19572,2024-04-03 14:34:50,,,desktop,0
80402,2024-04-03 14:50:37,,,ios,0
85414,2024-04-03 15:03:55,,,desktop,337
74012,2024-04-03 15:04:37,,,desktop,0
93370,2024-04-03 15:05:28,,,desktop,338
29875,2024-04-03 15:28:48,,,ios,0
74957,2024-04-03 15:40:17,,,desktop,0
06826,2024-04-03 15:58:32,,,desktop,0
13711,2024-04-03 16:18:25,,,desktop,0
98617,2024-04-03 16:22:28,,,desktop,701
61309,2024-04-03 16:24:14,,,desktop,0
82274,2024-04-03 16:27:37,,,android,0
73576,2024-04-03 16:33:07,,,ios,713
89881,2024-04-03 16:38:39,,,desktop,0
63544,2024-04-03 16:38:54,,,desktop,0
67288,2024-04-03 16:43:19,,,ios,0
56585,2024-04-03 16:43:38,,,android,507
09442,2024-04-03 16:50:24,,,ios,525
59296,2024-04-03 16:58:41,,,desktop,374
61037,2024-04-03 17:05:05,,,desktop,0
75484,2024-04-03 17:11:57,,,desktop,281
11230,2024-04-03 17:16:53,,,desktop,0
58596,2024-04-03 17:22:11,,,android,308
01538,2024-04-03 17:47:14,,,android,825
79201,2024-04-03 17:59:09,,,desktop,0
77084,2024-04-03 18:03:03,,,desktop,0
49931,2024-04-03 18:14:51,,,desktop,614
70221,2024-04-03 18:17:02,,,desktop,513
29093,2024-04-03 18:25:27,,,desktop,0
20710,2024-04-03 18:28:54,,,desktop,751
53519,2024-04-03 18:37:11,,,desktop,0
85735,2024-04-03 18:37:16,,,desktop,0
65603,2024-04-03 18:43:20,,,ios,742
30148,2024-04-03 18:47:51,,,android,0
10997,2024-04-03 18:50:22,,,android,384
83147,2024-04-03 19:03:42,,,android,0
04715,2024-04-03 19:05:08,,,desktop,352
18114,2024-04-03 19:08:46,,,android,0
31716,2024-04-03 19:15:55,,,desktop,0
73361,2024-04-03 19:19:24,,,desktop,200
43184,2024-04-03 19:20:06,,,desktop,0
84256,2024-04-03 19:32:19,,,desktop,0
58068,2024-04-03 19:39:58,,,desktop,0
21276,2024-04-03 19:49:38,,,android,673
18367,2024-04-03 19:58:27,,,ios,147
33150,2024-04-03 20:06:26,,,desktop,273
27763,2024-04-03 20:11:09,,,ios,0
63430,2024-04-03 20:12:49,,,desktop,0
51784,2024-04-03 20:14:53,,,desktop,337
16414,2024-04-03 20:16:44,,,ios,557
86725,2024-04-03 20:23:30,,,android,507
95234,2024-04-03 20:34:29,,,android,0
90280,2024-04-03 20:34:48,,,android,630
38747,2024-04-03 20:41:56,,,android,668
39634,2024-04-03 20:43:23,,,android,370
59708,2024-04-03 20:50:25,,,android,0
62632,2024-04-03 20:53:56,,,desktop,298
55816,2024-04-03 20:59:38,,,ios,443
86935,2024-04-03 21:00:03,,,ios,0
36316,2024-04-03 21:02:57,,,android,0
06876,2024-04-03 21:34:43,,,desktop,247
04217,2024-04-03 21:46:49,,,ios,0
87029,2024-04-03 21:54:01,,,desktop,577
15519,2024-04-03 22:07:04,,,desktop,478
84710,2024-04-03 22:07:26,,,ios,0
29093,2024-04-03 22:13:40,,,desktop,0
30079,2024-04-03 22:24:59,,,android,0
23175,2024-04-03 22:43:27,,,desktop,0
05900,2024-04-03 22:44:44,,,android,0
69591,2024-04-03 22:49:53,,,desktop,317
48088,2024-04-03 23:19:27,,,android,0
15070,2024-04-03 23:21:15,,,ios,0
46743,2024-04-03 23:23:20,,,android,306
93685,2024-04-03 23:24:54,,,android,0
08214,2024-04-03 23:25:25,,,android,0
93672,2024-04-03 23:45:56,,,ios,518
78844,2024-04-03 23:48:56,,,desktop,0
68235,2024-04-03 23:50:05,,,android,0
88282,2024-04-03 23:53:46,,,android,406
11128,2024-04-03 23:54:50,,,desktop,0
08214,2024-04-03 23:54:56,,,desktop,0
18676,2024-04-03 23:55:16,,,desktop,0
40962,2024-04-04 00:02:00,,,ios,0
24762,2024-04-04 00:02:32,,,desktop,949
12218,2024-04-04 00:33:08,,,android,188
14148,2024-04-04 00:40:53,,,desktop,0
57512,2024-04-04 00:42:34,,,ios,318
32068,2024-04-04 01:13:53,,,android,0
84641,2024-04-04 01:19:34,,,desktop,0
36759,2024-04-04 01:23:12,,,ios,0
60820,2024-04-04 01:26:00,,,android,0
66334,2024-04-04 01:39:01,,,desktop,0
85417,2024-04-04 01:54:48,,,desktop,0
29242,2024-04-04 02:05:21,,,desktop,0
08375,2024-04-04 02:07:29,,,ios,0
58302,2024-04-04 02:37:11,,,ios,0
75353,2024-04-04 02:41:57,,,android,0
57889,2024-04-04 02:51:41,,,desktop,831
63049,2024-04-04 02:55:56,,,android,0
22231,2024-04-04 03:06:34,,,desktop,0
58430,2024-04-04 03:24:33,,,desktop,0
42476,2024-04-04 03:36:32,,,ios,0
81439,2024-04-04 03:52:22,,,ios,486
03757,2024-04-04 04:08:57,,,desktop,0
91837,2024-04-04 04:25:42,,,android,715
50397,2024-04-04 04:27:29,,,desktop,257
49177,2024-04-04 04:41:40,,,android,1391
35631,2024-04-04 04:53:48,,,android,0
37499,2024-04-04 05:11:25,,,desktop,217
23414,2024-04-04 05:26:17,,,android,1063
10997,2024-04-04 05:50:31,,,ios,757
89128,2024-04-04 06:01:50,,,desktop,394
78892,2024-04-04 06:21:37,,,desktop,0
94196,2024-04-04 06:39:38,,,desktop,0
96970,2024-04-04 06:40:23,,,desktop,0
15243,2024-04-04 06:47:55,,,android,0
78042,2024-04-04 06:50:38,,,desktop,0
21814,2024-04-04 07:01:57,,,desktop,0
69757,2024-04-04 07:59:10,,,desktop,397
60666,2024-04-04 08:11:11,,,desktop,0
55589,2024-04-04 08:13:31,,,desktop,0
34593,2024-04-04 08:16:50,,,android,347
95434,2024-04-04 08:22:25,,,ios,0
29452,2024-04-04 08:24:57,,,ios,0
11096,2024-04-04 08:36:16,,,desktop,0
04094,2024-04-04 09:02:43,,,desktop,336
61286,2024-04-04 09:07:33,,,desktop,0
18898,2024-04-04 09:09:04,,,desktop,0
60666,2024-04-04 09:12:37,,,ios,0
45011,2024-04-04 09:15:32,,,ios,414
86150,2024-04-04 09:18:06,,,android,0
65213,2024-04-04 09:22:19,,,desktop,354
61303,2024-04-04 09:22:59,,,desktop,0
38628,2024-04-04 09:23:17,,,ios,0
29179,2024-04-04 09:43:47,,,desktop,247
70680,2024-04-04 09:57:21,,,desktop,0
88478,2024-04-04 10:04:45,,,ios,0
60599,2024-04-04 10:15:19,,,ios,448
05426,2024-04-04 10:40:20,,,desktop,0
05603,2024-04-04 10:42:32,,,desktop,610
48088,2024-04-04 10:59:29,,,desktop,162
59296,2024-04-04 11:10:19,,,desktop,0
88489,2024-04-04 11:19:55,,,ios,0
78036,2024-04-04 11:26:32,,,android,0
73536,2024-04-04 11:39:27,,,android,275
30283,2024-04-04 11:44:36,,,desktop,1021
14255,2024-04-04 11:54:49,,,desktop,1129
48651,2024-04-04 11:57:49,,,desktop,0
86725,2024-04-04 12:22:19,,,ios,0
41299,2024-04-04 12:24:08,,,desktop,360
13071,2024-04-04 12:31:27,,,android,995
11157,2024-04-04 12:31:31,,,desktop,0
